chung_wbm_vector18hpi_a	chung_wbm_vector18hpi_b	chung_wbm_vector4dpi_a	chung_wbm_vector4dpi_b	chung_wbm_vector8dpi_a	chung_wbm_vector8dpi_b	chung_wbm_mammal1dpi_a	chung_wbm_mammal1dpi_b	chung_wbm_mammal2dpi_a	chung_wbm_mammal2dpi_b	chung_wbm_mammal3dpi_a	chung_wbm_mammal3dpi_b	chung_wbm_mammal4dpi_a	chung_wbm_mammal4dpi_b	chung_wbm_mammal8dpi_a	chung_wbm_mammal8dpi_b	chung_wbm_mammal20dpi_immaturemale_a	chung_wbm_mammal20dpi_immaturemale_b	chung_wbm_mammal24dpi_immaturefemale_a	chung_wbm_mammal24dpi_immaturefemale_b	chung_wbm_adultmale_a	chung_wbm_adultmale_b	chung_wbm_adultfemale_a	chung_wbm_adultfemale_b	chung_wbm_adultfemale_c	chung_wbm_adultfemale_d	chung_wbm_embryo_a	chung_wbm_embryo_b	chung_wbm_immatureMF_a	chung_wbm_immatureMF_b	chung_wbm_matureMF_a	chung_wbm_matureMF_b
cds936	632.3	820.93	123.58	739.05	3228.44	3162.5	323.92	206.6	61.47	174.99	170.99	137.71	234.81	167.72	386.96	300.02	125.71	80.28	31016.47	214.62	13.73	31.65	17161.56	12.89	4.53	20238.73	9.26	12.37	108.75	82.38	55.68	60.74
cds937	39.68	3.41	4	108	311.12	639.34	17.95	10.66	0.57	8.86	10.97	8.54	12.47	10.05	29.45	16	4	8.56	3068.36	19.5	1	6	2707.07	0	2.23	2003.38	0	0.5	9.22	6.97	5.31	2.44
cds938	124.53	479.28	429.54	1136.79	3065.1	4536.95	32.06	22.8	19.15	24.59	82.6	104.8	105.36	93.34	203.01	194.69	75.33	50.01	33783.51	219.72	16	40	13298.04	4	13.45	19391.07	8.22	16.47	31.79	80.85	34.86	45.34
cds939	626.65	420.85	82.56	683.64	1247.7	1611.33	27.64	21.88	6.5	33.91	31.91	32.41	32.14	20.12	71.43	68.82	29.58	28.21	7684.24	56.28	10.84	4	2751.74	0	3	3773.89	1	1	18.01	21.33	22.6	21.16
cds94	772.75	1775.36	261.4	967.88	3638.96	4785.15	103.62	73.15	43.07	57.16	106	105.7	155.49	96.09	266.77	164.78	101.36	57.01	31266.36	145.14	14.99	27.15	13262.79	9.02	14	19759.73	10.36	8.01	71.58	72.07	52.12	47.63
cds941	633.8	1270.8	224.02	725.14	3694.42	3565.24	253.79	208.73	68.65	219.61	153.07	186.88	193.98	201.77	349.17	328.88	175.77	124.21	41864.82	253.23	31.46	34.97	20616.54	12.99	19.33	25759.8	8	29.75	118	73.86	92.27	77.5
cds942	22.16	593.76	180.32	367.08	2989.64	2072.94	102.34	59.53	44.9	120.33	74.32	84.71	104.98	84.16	231.48	195.48	305.37	204	101185.95	465.82	25.58	95.49	77489.74	31.65	26.48	64999.93	17.25	28.99	91.85	95.99	62.18	48.35
cds943	323.93	277.23	57.06	527.95	1488.61	2856.69	84.65	32.07	29.16	42.22	37.39	38.55	62.25	49.26	146.27	101.02	100.55	76.09	57331.54	259.49	11.93	23.28	34069.21	8.4	7.32	33497.96	8.31	11.5	66.44	47.17	58.28	26.92
cds944	122.45	115.58	75.42	231.48	1062.81	1327.54	55.31	24.96	10.9	48.55	18.26	33.77	38.99	26.57	122.61	77.47	70.38	58.41	30343.07	115.53	7.8	17.26	16422.23	5	3.05	18704.92	6.02	7.86	25.55	31.05	42.83	20.07
cds945	85.66	726.46	228.55	1215.5	3188.79	3642.35	224.98	172.79	77.9	145.05	123.62	152.36	121.27	145.7	403.43	378.98	245.33	242.2	74426	448.7	44.8	71.72	38064.61	18.95	21.77	43221.79	14.63	27.26	79.57	80.81	100.4	61.45
cds946	7.3	355.33	98.32	256.92	790.93	710.08	102.33	62.69	19.92	72.63	56.67	60.05	43.18	52.75	150.02	80.83	27.93	34.2	7199.65	106.59	2	4.08	4119.57	0.06	4	3583.78	6.74	11	31.64	11.75	32.93	22.42
cds947	148.61	3.7	7.5	98	301.9	665.28	23.83	11.43	15.38	47.4	3.85	4	4	9.55	22.76	11.12	1	3	917.7	6.14	0	3	1063.55	2	1	758.17	0	2	4.81	5.88	4.5	8.74
cds948	1582	2938.1	961.05	2313.04	7388.94	10180.46	355.12	270.83	128.22	233.3	378.31	321.44	669.1	443.96	1269.77	827.44	153.6	125.86	37251.55	266.82	42.67	94	24756.8	17	21.03	38284.45	6	11.5	96.06	113.46	64.08	105.99
cds949	1882.47	3484.27	837.95	4289.53	17207.99	20980.11	409.69	287.5	152.87	297.18	421.65	507.39	733.95	500.73	1192.05	933.22	412.78	319.09	155315.99	653.77	60.67	123	55063.31	31.58	31.97	80356.24	38.35	45.96	157.47	159.07	115.25	154.76
cds95	1.73	1.5	28.65	33.66	128.81	433.27	15.44	8.17	2.31	6.82	5.99	5.74	1.8	9.27	16.18	9.16	6.11	5.85	1968.16	20.06	2	2.08	2309.07	3	0	1538.02	1.57	2.45	4.31	4.01	6.11	5.79
cds950	1356.17	973.72	334.39	1319.68	2321.04	2411.2	231.27	124.24	53.1	147.05	132.32	144.79	126.15	121.5	341.96	250.57	95.43	56.21	27751.68	133.87	25.58	38.5	7795.28	8.38	5.72	15479.53	12.33	9.4	89.63	45.45	51.34	67.85
cds951	784.52	1488.26	221.64	984.48	2631.03	2485.47	168.49	100.48	38.36	103.3	68.18	63.97	92.39	66.3	202.19	142.59	74.64	38.6	26085.54	144.96	8.35	14.32	11695.92	3.19	3.52	13419.02	3.35	13.66	118.48	57.66	64.64	46.03
cds952	1020.83	958.23	387.7	756.76	3394.05	4962.52	170.81	124.52	63.27	139.23	97.54	109.6	84.91	113.41	2242.56	1775.72	1331.39	1276.04	519884.99	2264.27	174.33	264.28	91020.26	40.94	61.45	297681.4	16.92	37.95	325.55	124.67	240.47	159.41
cds953	1269.85	2569.34	875.1	2714.22	11330.69	15259.42	751.23	413.3	191.52	544.09	445.06	500.01	683.03	528.29	1270.81	931.89	508.32	370.21	111185.38	1047.4	124.97	204.94	60852.13	23.04	44.06	82659.1	40.22	63.67	236.49	174.38	170.66	212.39
cds954	783.25	429.68	409.53	941.88	4757.68	5545.23	251.9	128.94	45.01	209.98	116.22	148.43	120.37	125.75	367.49	205.08	130.2	101.25	56614.87	418.88	18	35.41	28808.31	13.04	23.21	31611.24	21.72	32.76	100.61	65.21	45.85	66.98
cds955	1023.69	2003.46	683.1	2086.09	10865.96	15118.71	524.36	299.39	131.9	413.68	341.67	395.25	315.58	379.8	1045.43	834.55	289.65	256.44	66689.33	686.64	33.5	67.49	35856.08	17.11	15.87	34156.53	17	51	190.68	124.2	116.68	129.89
cds956	13172.69	17309.25	4595.45	14474.16	43874.66	53994.7	1064.86	622.44	420.19	738.77	831.23	815.37	1055.47	981.67	2685.29	1975.13	1307.27	890.26	668194.23	2095.5	521.39	973.28	402937.22	146.13	306.08	481828.25	109.96	205.57	871.63	1233.31	943.24	949.6
cds958	946.02	863.85	525.96	1945.99	9137.5	10739.34	189.42	167.86	109.87	220.59	230.05	247.99	228.47	222.73	502.94	336.69	116.64	92.41	37088.75	326.5	24.43	46.99	28335.38	16.3	39.5	26830.3	5.78	16.47	81.09	119.35	54.16	73.07
cds959	597.1	407.97	341.02	848.38	3273.19	4572.25	194.84	153.47	63.58	151.02	173.59	168.17	159.13	247.82	559.65	445.77	293.7	185.07	31907.38	545.73	88.38	150.18	20725.05	45.5	46.19	26745.56	22.62	19.82	59.91	59.08	41.09	69.2
cds96	254.69	556.62	105.71	530.52	1662.16	2527.59	67.73	60.25	20	52.13	50.66	40.5	52.6	43.91	144.5	96.49	44.82	25.54	15462.98	69.05	13.98	12.02	10065.48	2.39	3.26	15357.37	1	4.7	38.99	14.47	17.06	28.41
cds960	790.57	1637.4	632.96	1789.49	6582.6	8081.9	403.67	248.26	147.77	251.63	245.31	204.96	212.59	283.35	761.06	497.83	235.99	163.83	74884.74	548.77	60.64	97.34	21928.96	13.97	36.18	47529.72	19.02	28.38	146.17	117.97	102.46	116.35
cds961	3618.61	3112.44	1154.58	3490.81	10798.64	13972.73	478.65	261.93	132.04	290.1	280.73	329.62	371.48	373.97	1036.88	708.16	412.63	288.57	103238.54	582.37	50.14	68.96	46501.14	23.02	41.63	59055.98	25.31	28.91	216.44	174.35	142.52	205.64
cds962	99	69.29	19.54	24.88	20.96	193.8	27.39	5.29	12.31	17.04	17.02	12.43	15.07	15.25	37.48	30.42	12.89	4.89	2470.3	21.83	2	0	1770.3	0	0	1645.65	0	2	12.36	5.1	4.25	4.26
cds966	44.15	260.9	239.8	357.57	2174.81	2823.31	142.09	99.62	48.03	100.51	71	67.96	84.49	82.65	190.35	137.43	38.52	25.64	10690.98	85.27	6	5.24	5530.98	0	2.7	6088.47	2	9.2	33.68	18.66	28.21	28
cds967	57.89	346.79	322.48	668.79	3285.53	4583.78	135.67	106.19	52.95	86.5	175.73	193.69	153.35	185	457.23	348.57	209.68	126.59	24360.33	362.85	38.97	82.64	12027.4	40	27.08	17187.83	10	15	26.62	53.8	26.83	57.12
cds969	587.06	255.15	133.27	1018.76	1884.43	2480.49	130.35	63.82	31.6	115.99	59.04	63.46	69.89	99.12	189.48	173.24	87.15	37.83	19679.8	170.76	16.87	34.1	6671.33	11.88	12.55	11477.76	6.84	16.26	49.01	29.97	27.61	41.87
cds97	98.5	181.2	51.85	62.24	498.48	1058.04	22.28	17.27	7.16	23.49	13.03	8.83	9.42	13.18	32.61	25.71	9.34	8.98	6743.21	23.52	3.86	8.07	2938.23	3.54	3.56	5484.39	0	2.85	17.62	7.83	9.04	11.02
cds970	431.26	506.83	231.12	787.84	2546.49	3393.38	234.05	153.25	76.64	147.07	139.6	193.25	179.2	199.07	558.63	411.74	146.58	118.22	35175.71	473.44	45.92	73.32	15032.46	17	29.18	23341.93	19.78	29.26	85.52	59.74	58.36	61.55
cds973	0.92	0.85	0	0	85.66	0.13	0.75	0.5	0	0.68	0.17	0	1.66	0	0	0.48	0	1	237.79	0.85	1.25	0	215.72	0	0.89	164.39	0	0	1.51	0	0	0
cds974	1.18	1.82	0	3.39	16.65	16.84	0	0	0	0	0	0	0	0	0	0	0	0	8.47	0	0	0	128.33	0	0	116.74	0	0	0	0.07	0	0.54
cds975	716.23	1228.23	371.29	1152.51	6391.85	8313	145.64	133.94	97.83	202.7	264.62	254.36	202.34	211.98	417.41	341.1	233.26	212.21	107863.67	551.01	71.52	138.08	125363.92	40.33	68.64	112582.23	12.26	39.27	89.01	148.96	51.36	154.46
cds976	3479.97	2808.97	841.54	2475.04	9990.55	14231.58	513.71	320.17	159.51	413.77	314.51	355.5	327.62	303.01	669.68	540.93	430.02	284.55	158421.91	577.73	91.5	185.16	110910.6	47.54	78.69	119145.8	36.94	51	271.25	276.92	240.56	196.62
cds977	535.56	468.5	179.49	525.75	2600.38	2440.64	82.14	37.03	35.66	71.06	69.56	55.43	81.18	69.32	153.66	119.42	109.79	79.89	30471.08	152.4	17.78	57.44	14146.85	14.93	22.05	19414.83	8.95	9.66	85.54	72.75	82.62	61.62
cds98	51.7	0	3	0.25	13.66	0.17	3.14	4.22	0.09	1.39	1.4	0.29	1.59	3.35	2.71	2.78	3.43	1.4	409.35	0.54	0	0.4	275.49	0	0	305.86	0.79	0	3.14	1.96	1.4	0.82
cds980	1276	373.81	102.4	505.73	1945.39	2072.69	75.27	39.04	31.55	69.63	49.11	49.1	52.11	39.6	121.87	109.51	41.16	24.05	12403.49	78.1	10	12.71	7409.45	0	6.58	6482.64	2	1.27	37.25	19.63	31.83	13.8
cds981	174.5	166.17	112.37	187.72	1118.41	1042.22	58.58	30.87	38.55	68.96	26	34.96	51.39	44.33	91.44	65.09	15.01	11.63	3144.92	26.39	7.02	5	1987.96	1.37	1.82	2937.03	0	2	10.85	18.49	7.96	16.8
cds982	0	97.31	50.54	47.43	428.49	389.43	35.96	19.69	7.22	36.43	9.73	25.16	8.48	18.28	44.52	29.6	8.94	4.79	2546.92	22.73	1.97	0	2035.68	0.6	5.15	1530.5	0	1	6.98	9.24	8.82	11.59
cds984	4.35	23.85	58.86	223.65	679.4	1507.13	80.53	29.82	14	60.2	41	34.08	50.91	38.16	98.04	76.13	35.58	34.75	8899.92	84.97	7.37	7.46	2079.02	1	1.94	3874.64	2	7.5	22.74	11.29	20.03	17.95
cds985	3.63	79.17	39.16	165.04	398.5	635.88	37.21	25.52	12.69	35.19	17.95	17.81	19.7	25.41	54.83	42.58	14.04	25.86	5283.49	59.41	3.41	10.02	3628.15	3	2.07	3128.66	2	4	26.48	15.67	19.71	11.18
cds986	749.83	1069.47	122.57	833.67	3206.25	2810.17	239.64	186.31	76.41	171.28	153	164.75	105.61	167.63	437.26	280.46	99.85	54	25403.97	298.39	25	33.67	18999.72	8.03	15.1	21162.82	9.45	17.92	85.67	58.33	45.79	60.86
cds987	660.94	699.23	398.31	1135.9	2695.24	3520.19	327.71	211.47	79.65	212.12	215.29	273.81	189.14	239.15	603.83	515.51	217.68	158.43	50426.82	367.6	54.97	51.39	38985.42	27.31	18.78	33398.99	12.57	25.45	156.08	83.35	89.03	75.32
cds989	352.91	1262.09	345.73	890.64	4012.09	4727.15	385.83	224.29	98.7	302.94	254.72	294.95	236.69	259.66	727.91	559.89	231.25	172.99	40889.95	479.23	73.26	107.88	25820.19	21.71	29.39	31771.8	23.94	31.91	169.04	117.12	119.66	95.45
cds990	1314.94	1326.57	402.17	1273.65	4103.37	6000.9	310.42	242.91	90.6	219.47	155.98	194.95	171.53	145.74	529.73	456.18	224.93	205.5	60841.31	334.34	30.38	50.26	23890.85	9.53	25.46	31417.53	23.26	21.15	192.7	115.06	148.26	148.78
cds991	172.28	13.65	56.05	103.28	491.52	582.44	32.82	22.84	5.63	39.38	17.91	18.45	24.94	21.72	71.75	67.53	24.58	26.6	7790.41	40.41	1.62	6.26	2550.7	1.87	2.46	3241.22	7.23	5.84	27.32	16.19	18.52	12.78
cds992	208	1131.5	373	1500.5	5754.92	7063	316.93	195.19	84.27	235.86	166.17	143.74	105.5	149.67	399.84	307.01	67.22	47.66	16439.53	167.76	16	35.49	14227.35	15	9.13	12602.55	12	8.47	100.91	65.82	56.5	52.41
cds993	279.21	150.71	152.12	185.64	1340.31	1854.68	68.54	34.75	18.57	50.84	25.43	32.24	49.14	28.09	123.33	98.24	19.56	16.09	4075.11	40.6	4.59	11.78	2462.17	0	6.23	3518.53	0	6.46	9.25	7.07	4.47	7.61
cds994	194.76	1005.28	255.06	582.5	3229.12	3546.8	309.92	195.33	78.68	196.31	186.03	189.13	207.68	183.43	473.12	396.2	203.95	141.24	44217.88	311.32	19.45	53.56	25266.27	15.57	11.5	29868.2	11.36	15.33	122.77	43.84	88.05	69.9
cds995	667.14	176.27	124.68	657.83	1323.27	1889.42	124.61	102.53	31.08	75.01	71.89	76.1	77.92	90.26	247.42	208.79	177.14	107.74	38205.27	215.07	30.29	81.92	31944.73	25.35	27.14	36445.61	6.36	5.4	88.92	52.69	64.49	62.92
cds996	0.5	105.32	66.23	242.29	956.53	1178.74	135.62	52.43	43.25	97.93	57.25	52.24	50.75	51.5	151.45	119.19	47.61	26.21	7084.37	89.3	8.97	5.41	3569.15	5	2.79	3852.74	5	4.69	21.36	17.67	15.98	20.62
cds997	10.29	267.99	137.32	335.59	1967.06	1458.14	135.08	78.88	18	126.01	93.11	101.6	112.76	109.6	230.02	188.81	54.78	50.93	16066.6	179.3	10.87	14.73	8283	2.81	8.28	8106.57	6.54	9.84	63.97	37.56	49.11	23.87
cds999	177.6	579.71	295.67	786.97	3258.11	4129.98	142.79	109.75	56.51	209.07	82.51	132.45	80.25	109.76	201.43	181.44	145.77	135.05	46737.9	208.38	38.39	42.02	12381.35	8.01	11.4	22503.51	12.59	27.17	103.95	57.1	120.09	54.15
