gutzwiller_wmel_embryo0to2hr_a	gutzwiller_wmel_embryo0to2hr_b	gutzwiller_wmel_embryo2to4hr_a	gutzwiller_wmel_embryo2to4hr_b	gutzwiller_wmel_embryo10to12hr_a	gutzwiller_wmel_embryo10to12hr_b	gutzwiller_wmel_embryo12to14hr_a	gutzwiller_wmel_embryo12to14hr_b	gutzwiller_wmel_embryo18to20hr_a	gutzwiller_wmel_embryo18to20hr_b	gutzwiller_wmel_embryo22to24hr_a	gutzwiller_wmel_embryo22to24hr_b	gutzwiller_wmel_L1_a	gutzwiller_wmel_L1_b	gutzwiller_wmel_L2_a	gutzwiller_wmel_L2_b	gutzwiller_wmel_L3_12hrpostmolt_a	gutzwiller_wmel_L3_12hrpostmolt_b	gutzwiller_wmel_L3_darkbluegutPS_1to2_a	gutzwiller_wmel_L3_darkbluegutPS_1to2_b	gutzwiller_wmel_L3_lightbluegutPS_3to6_a	gutzwiller_wmel_L3_lightbluegutPS_3to6_b	gutzwiller_wmel_L3_cleargutPS_7to9_a	gutzwiller_wmel_L3_cleargutPS_7to9_b	gutzwiller_wmel_WPP_a	gutzwiller_wmel_WPP_b	gutzwiller_wmel_pupae_12hrpostWPP_a	gutzwiller_wmel_pupae_12hrpostWPP_b	gutzwiller_wmel_pupae_24hrpostWPP_a	gutzwiller_wmel_pupae_24hrpostWPP_b	gutzwiller_wmel_pupae_2dayspostWPP_a	gutzwiller_wmel_pupae_2dayspostWPP_b	gutzwiller_wmel_pupae_3dayspostWPP_a	gutzwiller_wmel_pupae_3dayspostWPP_b	gutzwiller_wmel_pupae_4dayspostWPP_a	gutzwiller_wmel_pupae_4dayspostWPP_b	gutzwiller_wmel_adultfemale_1dayposteclosion_a	gutzwiller_wmel_adultfemale_1dayposteclosion_b	gutzwiller_wmel_adultfemale_5dayposteclosion_a	gutzwiller_wmel_adultfemale_5dayposteclosion_b	gutzwiller_wmel_adultfemale_5dayposteclosion_c	gutzwiller_wmel_adultfemale_5dayposteclosion_d	gutzwiller_wmel_adultfemale_5dayposteclosion_f	gutzwiller_wmel_adultfemale_30dayposteclosion_a	gutzwiller_wmel_adultfemale_30dayposteclosion_b	gutzwiller_wmel_adultmale_1dayposteclosion_a	gutzwiller_wmel_adultmale_1dayposteclosion_b	gutzwiller_wmel_adultmale_5dayposteclosion_a	gutzwiller_wmel_adultmale_5dayposteclosion_b	gutzwiller_wmel_adultmale_5dayposteclosion_c	gutzwiller_wmel_adultmale_5dayposteclosion_d	gutzwiller_wmel_adultmale_5dayposteclosion_i	gutzwiller_wmel_adultmale_5dayposteclosion_j	gutzwiller_wmel_adultmale_30dayposteclosion_a	gutzwiller_wmel_adultmale_30dayposteclosion_b
cds833	69.63	48.86	60.25	26.1	185.26	123.84	89	26.1	118.45	91.91	109.55	8.16	79.02	72.17	41.28	35.02	49.53	29.54	70.06	64.21	92.85	54.22	130.84	44.63	95.94	70.21	82.78	35.7	71.45	30.57	63.66	21.8	89.91	31.53	61.97	56.79	120.28	77.09	114.17	56.61	54.77	98.44	116.12	188.26	146.7	117.58	59.36	211.29	73.44	177.22	138.34	53.73	47.75	195.59	168.11
cds834	219.06	143.11	220.87	112.69	342.36	278.59	287.16	79.71	341.41	289.37	362.39	34.5	249.2	244.13	139.64	112.4	138.38	88.82	232.56	188.68	288	204.73	390.85	129.79	292.73	194.35	299.25	171.29	202.89	78.38	177.7	117.14	334.1	138.61	209.09	176.57	495.59	236.64	386.76	187.76	185.27	337.56	349.79	652.83	469.75	418.44	253.8	771.45	277.85	599.65	426.47	169.03	156.84	584.96	620.54
cds835	147.71	97.08	146.91	48.88	300.98	137.55	157.53	46.58	197.48	159.68	209.34	19.24	166.94	153.06	68.94	54.58	76.91	52.5	142.3	111.32	158.03	118.63	231.94	102.31	194.94	129.5	145.75	76.39	101.49	54.08	77.34	43.82	183.77	56.19	96.49	93.97	232.3	130.06	247.61	101.3	85	181.82	234.22	347.21	283.1	214.15	139.4	378.45	127.38	302.56	231.05	69.34	85.15	323.53	270.53
cds836	46.47	48.77	53.49	16.44	99.02	56.95	57.68	20.7	86.8	75.07	103.37	10.97	73.75	70.39	29.52	27.15	32.24	16.77	54.94	42.52	67.14	56.06	108.08	30.4	79.57	48.29	79.93	57.22	64.89	23.19	55.79	27.13	111.84	38.21	51.65	34.3	152.16	78.26	118.3	53.15	39.15	96.21	104.34	197.82	138.64	102.78	55.32	194.01	62.15	162.56	113.91	32.54	49.23	163.06	198.76
cds837	172.15	121.73	199.98	71.78	338.97	219.62	220.85	91.67	357.86	236.29	294.78	34.26	260.43	212.4	102.22	90.9	116.71	79.84	164.44	158.52	207.9	160.76	314.02	110.98	232.41	178.08	239.57	146.1	136.69	65.44	132.48	59.37	238.57	95.28	148.12	139.47	322.08	193.06	320.42	158.6	128.9	248.01	275.82	445.17	364.21	284.89	168.4	531.82	178.57	434.38	296.42	112.07	129.83	417.97	413.78
cds839	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0
cds840	5.16	4.58	6.2	0.93	10.42	1	3.35	2.71	1.2	3.43	7.6	0	6.79	2.32	0	0.2	1.11	0.59	2.77	3.71	3.8	1.96	11.13	7.32	5.69	5.8	4.73	1.19	4.04	2	0	1.6	7.08	0.37	3.37	7.02	13.32	8.38	8.97	1.2	3.1	3.48	3.45	10.62	8.03	7.17	1.68	14.26	6.98	11.94	4.01	1.79	3.93	11.1	9.59
cds844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
cds845	0	0	0.33	0	0.04	0.4	0	0	0.32	0.88	0	0	0.46	0	0	0.83	0	0	0	0	0.17	0	0	0.56	0.34	0.93	0	0	0.23	0	0	0.36	1.12	0	0.27	0.55	0.12	0.47	0	0	0	0.47	0.21	0.37	1.3	0.31	0.71	0.13	0.57	0.47	0.2	0	0.22	0.69	0.43
cds846	46.16	27.36	36.37	16.13	97	59.53	58.86	20.31	64.55	58.26	74.46	6.08	64.57	39.74	26.23	20.16	34.99	23.53	46.7	38.25	53.32	47.19	75.29	30.11	67.16	44.86	45.22	29.96	29.4	15.38	41.22	17.04	56.15	21.85	35.37	23.4	82.05	47.55	79.71	46.84	44.68	64.22	80.06	134.72	98.86	60.06	43.4	109.42	48.3	106.34	87.13	26.01	27.82	133.88	105.65
cds847	226.11	180.83	231.35	117.17	465.09	393.38	300.55	91.64	393.14	321.84	423.62	33.06	348.1	232.67	128.76	98.99	173.21	92.74	250.59	220.53	297.09	265.4	467.61	173.31	384.39	254.7	281	155.28	163.48	89.12	183.92	97.42	314.16	113.52	169.85	147.32	420.96	255.81	422.56	222.87	185.31	349.26	426.18	667.24	533.03	319.66	227.5	682	187.51	525.33	355.33	164.81	167.58	543.05	568.3
cds848	1146.69	944.32	1117.89	674.2	1681.38	1277	1348.88	421.63	1817.68	1239.38	1669.79	193.72	1538.74	1184.62	533.9	444.4	903.07	469.44	1093.38	854.59	1306.66	1370.39	2147.81	804.47	1728.75	1058.07	1349.15	711.63	995.43	382.01	885.96	506.13	1798.02	565.61	778.46	718.58	2141.32	1148.27	1846.99	974.81	853.56	1456.7	1494.34	2788.45	1789.98	1674.57	1089.02	3089.03	851.07	2241.4	1567.33	706.53	661.54	2098.47	2272.51
cds85	18.43	23.51	30.74	9.19	28.45	28.52	29.39	9.33	21.34	12.72	26.07	4.4	22.92	15.83	11.55	4.44	9.72	3.87	27.49	23.35	37.24	25.6	39.89	15.68	32.94	25.47	26.72	25.79	21.09	4.7	9.7	7.74	40.31	13.92	17.34	18.08	56.14	20.24	43.34	19.74	18.76	46.98	50.83	87.19	61.95	45.43	31.73	104.31	28.09	60.15	56	16.29	16.44	65.27	78.89
cds854	54.49	45.15	75.65	37	163.14	91.29	104.43	19	120.86	111.22	103.99	9	82.97	75.09	40.75	32.41	40.3	16.99	78.72	74.04	88.92	77.98	154.03	43.83	82.42	84.42	94.14	49.16	70.54	15	42.2	23.5	118.95	41.12	61.75	57.59	118.11	83.94	136.35	53.18	58.86	107.76	124.38	192.38	151.53	125.07	83.27	210.02	54.3	178.74	132.77	39.93	48.53	167.01	172.65
cds855	181.8	133.1	147.63	83.82	264.37	217.31	203.88	71.5	271.08	226.43	266.77	17	231.31	179.98	60.28	65.61	114.33	54.92	180.56	134.38	205.37	191.62	335.7	114.8	263.13	141.81	184.33	108.38	128.47	66.54	106.01	68.73	218.54	99.36	142.95	120.94	320.48	195.43	280.79	141.27	130.57	251.69	220.31	423.21	281.67	287.06	162.08	559.82	151.58	350.34	279.55	115	125.66	337.95	409.59
cds856	103.53	54.18	94.35	61.43	135.76	130.75	91.13	55.74	143.84	154.23	186.61	35.91	120.69	148.57	47.35	48.09	47.34	33.12	143.2	100.63	171.49	111.18	254.41	64.83	166.47	99.81	174.74	106.28	140.72	75.08	112.09	79.11	207.83	90.55	111.93	120.72	265.06	212.03	301.74	186.44	158.61	362.08	333.78	584.8	341.2	329.62	233.4	580.93	282.2	581.58	456.62	157.58	161.36	556.19	568.4
cds857	294.64	209.59	286.64	124.83	406.38	313.88	388.37	105.82	489.39	466.54	532.25	38.66	378.04	338.77	130.99	110.93	141.3	105.91	284.28	196.41	351.49	249.13	563.94	171.66	390.56	259.67	345.38	213.96	235.63	116.63	192.6	136.32	398.18	135.8	238.05	212.38	532.35	336.39	483.42	258.46	220.8	393.31	434.27	749.92	568.35	520.37	326.19	853.39	297.3	678.27	500.42	211.14	189.82	655.25	749.45
cds86	17.28	14.75	15.7	8.52	23.06	21.64	16.99	6.59	23.44	21.08	24.49	2.2	14.71	11.16	5.25	7.22	3.55	3.96	27.77	16.28	31.04	22.9	37.43	10.18	23.37	21.17	26.74	14.55	13.61	6.65	4.46	8.94	37.64	8.79	25.44	13.92	38.14	23.45	37.59	15.4	15.03	30.24	27.97	57.61	46.92	40.04	35.14	80.44	17.05	57.84	37.92	14.4	14.29	76.19	65.71
cds862	126.53	100.57	125.61	63.05	218.01	125.48	148.63	36.8	198.5	185.34	233.72	20.51	184.79	178.44	67.1	68.43	74.08	50.02	162.1	100.91	162.19	121.18	292.75	70.25	195.03	123.47	242.7	122.44	134.56	55.04	118.19	71	256.42	103.14	144.99	120.3	368.58	192.38	290.22	170.26	180.76	283.5	277.99	466.58	361.13	348.47	214.82	723.58	288.47	564.49	363.51	140.04	170.14	533.79	558.16
cds863	116.48	94.5	102.45	54.04	197.35	119.04	147.57	58.54	130	110.54	124.53	11.52	118.76	73.12	41.22	36.14	46.05	25.86	68.72	68.73	107.81	87.44	140.09	62.19	150.32	81.31	84.43	55.17	63.92	18.25	60.22	34.48	130.66	43.04	65.81	55.12	107.57	61.99	112.98	62.26	47.81	85.32	103.79	184.64	125.44	102.42	74.5	173.43	49.1	118.39	70.3	28.22	38.29	116.13	126.79
cds864	135.89	103.42	153.12	56.43	261.9	199.98	184.78	66.79	239.89	198.71	216.26	14.23	163.72	114.23	82.99	57.56	81.45	43.56	99.31	102.02	141.69	104.7	254.85	105.82	202.64	132.02	160.27	92.32	96.41	36.84	66.48	46.56	180.48	71.3	112.28	91.97	202.4	123.79	211.95	86.91	80.45	149.04	179.49	291.42	195.5	184.87	119.19	333.44	99.37	231.63	149.32	67.39	73.42	230.06	249.83
cds865	54.59	39.42	46.37	34.25	101.87	55.04	62.73	8.57	62.35	66.77	58.54	4.12	38.39	33.6	15.51	24.98	22.92	7.92	36.11	25.79	41.24	27.39	63.1	18.94	41.37	28.09	39.93	27.28	27.6	8.71	26.76	9.31	48.86	13.32	27.76	27	53.3	17.77	56.09	20.73	19.59	29.31	37.58	71.55	41.26	59.44	30.29	78.72	29.33	59.52	37.67	15.24	17.26	59.4	49.61
cds866	911.38	627.95	1115.04	447.26	1623.61	1228.15	1311.32	441.96	1576.93	1211.81	1345.42	158.43	907.87	767.78	433.32	276.8	497.37	293.29	671.5	533.37	870.7	621.2	1423.94	425.77	905.39	601.29	986.83	472.92	706.05	272.99	525.58	296.51	913.46	348.59	536.89	451.37	1334.25	591.97	1190.25	389.77	353.16	690.09	930.61	1560.48	936.48	1074.83	571.28	1700.76	452.96	1233.52	670.78	289.94	348.9	1078.41	1083.04
cds867	304.49	217.93	311	141.04	741.7	419.89	401.66	86.81	534.85	368.64	462.33	38.44	361.43	256.7	154.34	127.48	202.36	125.11	280.58	245.49	308.12	272.64	485.3	183.91	387.97	243.73	256.25	181.42	232.21	101.53	168.52	124.27	347.55	127.39	216.7	199.92	474.38	225.96	467.53	170.14	158.7	304.91	459.05	667.05	507.78	398.72	247.11	638.85	181.62	533.82	329.3	138.18	161.04	540.34	553.9
cds868	96.43	90.33	118.39	27.43	219.69	102.29	100.84	31.3	170.53	159.66	150.15	14.23	134	163.53	47.46	39.07	36.54	46.94	88.74	104.55	112.11	80.56	161.38	72.67	140.31	104.96	119.58	87.4	80.39	48.17	69.15	49.34	137.84	67.55	83.68	97.17	171.09	142.86	216.89	100.64	111.69	192.3	206.4	277.29	308.54	180.64	143.37	296.08	143.26	341.46	261.56	87.17	100.1	324.02	314.99
cds869	97.61	64.06	104.86	27.86	223.64	113.4	121.32	23.58	147.13	117.78	144.86	28.01	146.4	135.74	62.94	48.29	52.25	46.98	98.17	90.81	137.71	101.13	148.13	62.84	144.17	87.14	91.57	82	75.72	29.93	77.45	28.99	151.07	49.8	65.28	66.5	151.21	94.96	174.43	99.14	100.94	150.71	157.59	258.38	224.41	128.09	103.17	294.11	106.63	199.28	174.93	81.28	85.8	250.3	260.4
cds87	37.33	21.46	38.93	6	36.44	32.33	50.05	15.97	51.81	33.9	63	7.56	41.36	38.73	16.65	9.17	16.82	10.39	41.31	24.75	55.81	31.49	58.82	18.77	48.73	28.27	45.79	35.52	41.94	19.39	20.72	26.81	49.59	19.49	35.65	21.21	86.63	36.22	68.76	38.46	27.9	46.4	54.19	81.1	71.74	51.98	38.93	118.86	44.59	114.52	58.29	26.92	17.5	86.47	82.2
cds870	0.41	1.17	4.31	1.02	6.18	0.42	4	2.77	1.57	2.66	1.17	0	1.33	1.23	0	0	2.51	2.44	2.7	7.35	6.4	3.38	8.35	4.51	2.99	4.53	2.88	3.31	3.96	0.94	0.56	0	4.74	2.45	2.69	2.5	3.35	1.24	7.74	0.48	6.87	7.04	6.34	10.23	11.5	9.31	3.73	10.2	3.84	11.38	4.67	3.82	3.44	8.79	12.6
cds874	61.48	44.72	56.1	11.35	88.73	68.26	72.71	26	80.1	66.54	85.97	5.76	66.28	45.3	19.24	16.5	23.07	20	72.16	45.91	103.91	56.17	111.98	42.92	101.27	72.64	74.1	65.67	35.37	30.5	46.49	36.86	110.89	36.18	51.2	41.12	118.37	95.12	135.92	62.05	57.31	125.72	146.73	193.59	164.85	134.38	79.63	215.25	63.23	183.54	145.45	58.12	55.26	182.53	197.98
cds875	52.46	29.21	43.41	10	85.66	60.87	46.02	16.99	65.88	53.53	62.45	2.64	55.53	51.9	28.32	16.85	26.82	19.24	33.25	35.18	49.58	33.99	57.86	25.52	53.99	30.54	43.21	14.23	26.56	13.01	24.53	11.88	42.48	19.32	31.53	25.09	69.65	34.06	69.79	37.82	20.99	53.39	71.82	93.63	68.97	48.62	35.82	97.02	29.51	63.11	57.08	25.16	30.71	75.09	97.16
cds876	51.78	28.58	39.88	20.02	122.28	82.29	85.23	20.01	79.26	67.6	56.63	5.33	51.85	25.85	25.63	11	24.93	11.58	31.09	47.19	45.47	43.64	69.82	27.09	61.96	25.77	41.37	28.31	28.19	13.25	19.89	16.11	56.13	18.56	23.78	21.61	51.67	27.78	72.34	38.41	29.16	56.21	55.02	87.04	81.13	51.43	31.33	105.79	22.54	95.76	52.52	19.31	34.07	68.09	73.51
cds878	2.03	3.02	4.1	0.03	2.86	5.62	5.65	0.05	1.78	3.3	2.61	0.28	3.63	1.28	3.01	0.27	1.16	1.68	3.11	1.38	2.26	5.81	5.66	2.97	3.3	1.17	4.3	2.71	7.03	1.08	1.76	2.04	4.18	0.85	3.1	1.3	7.97	2.07	10.96	0.76	3.66	6.66	6.46	10.06	7.24	6.19	2.82	8.48	4.18	8.34	5.52	4.93	3.3	8.33	8.5
cds879	32.16	17.85	38.59	14.35	42.5	35.46	37.93	7.52	50.6	31.41	66.27	3.53	67.44	53.67	21.93	15	12.07	17.52	51.04	34.82	62.54	37.65	82.07	20.41	60.24	47.23	64.3	37.16	31.96	18.74	44	21.46	86.42	22.91	35.03	27.26	97.81	51.79	86.24	38.07	39.8	84.91	67.86	135.18	85.41	91.89	35.49	123.11	81	111.79	111.41	42.88	44.67	107.94	129.24
cds88	37.16	19.8	30.22	11.37	85.17	36.35	47.03	11.64	42.83	51.37	57.23	14.65	46.14	32.91	12.01	21	13.43	8.58	27.54	29.26	38.22	29.27	57.42	17.24	37.2	24.58	45.85	16.85	25.82	12.01	19.74	9.47	55.77	17.69	34	27.16	48.56	40.41	65.09	36.73	25.5	70.79	35.51	99.08	53.72	70.59	32.76	107.9	53.55	111.2	71.85	22.16	24.32	93.32	72.02
cds880	3	3	5.48	1	4.62	5.91	2	1	23.67	20.97	94.91	6.48	169.83	144.06	152.54	135.95	38.26	20.28	179.97	116.73	337.49	109.32	467.03	74.49	235.65	153.16	199.05	136.28	179.67	69.98	283.81	144.92	576.66	263.75	192.33	165.19	240.98	182.83	159.57	106.8	90.5	159.34	145.8	237.87	193.34	283.53	178.89	472.63	159.93	425.08	257.04	77.68	93.02	297.65	314.96
cds884	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0.96	0	0	0	0	0	1	1	0.53	0	0.31	1.17	0	0	1.14	1	0	0	0	0.06	0	0	0	0	0.3	0	0.09	0	0	0.15	0	1	0	0.03	0.1	0.39	0.88	0.63	0	0	0	1.8	0.18
cds885	0	0	0	0	0.8	0	0.11	0	0	0	0.31	0	0	0	0	0	0	0	0.99	0	0	0	0	0	0	0.71	0.82	0	0	0	0.6	0	0.12	0	1.74	0	0	0	0.47	0.66	0	0	0.49	0.57	1.51	0.61	0	0.16	0.18	0.23	0.68	0	0	1	0.35
cds886	43.1	51.7	37.42	10.59	39.48	23.36	44.67	8.53	73.88	70.08	71.3	13.86	64.4	57.8	8.48	16.93	19.99	7.6	55.05	37.46	72.96	63.6	115.49	34.94	100.43	74.6	81.9	47.47	38.95	26.45	49.63	26.48	108.85	51.66	42.52	57.05	125.19	83.94	115.11	54.79	53.12	98.43	89.26	176.93	135.65	119.89	64.94	208.44	78.82	197.64	131.19	52.91	48.06	167.47	196.21
cds887	44.96	30.91	48.87	19.06	72.2	53.47	44.73	20.04	74.27	54.56	80.4	7.38	54.84	24.17	26.54	21.2	29.57	16.65	33.29	34.21	52.92	29.07	85.39	26.43	56.43	32.35	51.7	24.22	35.44	15.5	40.78	12.44	53.37	18.76	43.43	35.13	83.48	38.6	69.75	28.33	22.3	48.72	73.02	107.43	78.84	66.36	47.89	126.34	42.48	105.45	56.88	37.05	22.76	120.3	104.23
cds888	386.26	275.86	366.29	192.03	506.65	495.33	437.3	152.1	721.08	671.46	880.66	89.35	593.33	601.22	310.95	374.89	305.79	186.38	541.9	384.67	659.25	418.33	1040.19	280.35	685.93	487.88	802.87	435.27	758.94	329.31	653.52	379.23	1154.27	477.5	644.79	571.27	1251.86	809.29	1120.64	691.39	680.78	1193.9	995.43	1958.91	1229.25	1278.84	853.64	2490.39	1014.19	2146.91	1495.95	521.29	611.94	2111.31	1994.49
cds889	8.12	7.4	13.11	4.32	22.38	14	16.2	3	10.94	22.3	16.1	2	17.82	9.5	3.67	0.96	6.35	6.41	15.04	10.9	15.7	5.2	25.89	13.44	17.52	14.26	9.48	12.03	5.54	3.13	4	7.28	22.05	8.05	10.97	9.76	16.63	13.91	26.09	14.37	9.31	26.48	20.48	44.66	38.87	13.87	14.67	43.86	15.78	30.18	28.61	11.78	10.67	35.72	37.87
cds89	20.2	15.55	25.21	14.02	46.41	31.56	20.53	5.81	37.93	31.63	43.57	4.16	20.71	17.84	11.73	9.25	10.77	8.58	16.91	13.62	19.01	20.33	44.85	11.93	32.39	14.32	28.73	13.55	9.97	6.61	21.61	11.04	31.49	4.56	15.19	12.01	33.78	19.51	44.92	28.75	19.12	44.03	29.39	55.43	51.62	45.13	22.98	60.75	22.52	46.34	37.9	23.79	22.37	53.47	63.19
cds890	11.43	5.35	12.93	6.1	26.93	9.81	14.15	4	14.81	16.16	20.06	4.86	11.94	12.78	3	5.66	8.47	5	12.99	13.42	12.51	9.7	19.22	9.76	17.58	19.08	13.18	16.48	12.6	4.85	7.9	4.74	14.8	12.04	11.63	17.01	19.83	9.17	18.7	9.44	11.87	23.37	15.46	31.41	25.5	25.4	9.38	27.63	9	33.03	19.63	14.36	12.19	24.58	24.97
cds891	47.44	22.47	49.36	10.55	58.7	37.41	56.68	12.96	87.74	43.59	84.7	14.39	70.15	58.07	23	12.41	25.92	19.04	41.81	26.8	58.03	34.08	77.34	25.33	53.78	41.27	55.17	31.76	47.85	20.66	37.22	15.99	91.34	23.22	31.28	24.43	101.54	49.35	64.35	39.05	41.95	59.46	51.99	90.91	62.92	67.62	35.52	138.05	38.96	89.23	72.94	31.66	35.23	93.56	88.61
cds892	96.05	61.9	111.92	35.67	258.59	124.39	151.08	47.38	169.71	119.33	186.41	19.65	218.72	238.71	131.88	107.79	77.79	69.26	135.3	116.63	184.73	131.85	246.72	95.13	170.01	127.22	142.72	102.97	123.25	53.06	91.76	73.33	254.71	100.97	119.86	97.79	143.71	122	170.81	98.72	100.4	194.19	216.19	281.03	244.84	181.79	104.91	309.24	103.12	275.75	214.96	76.36	91.2	241.11	231.31
cds893	1.64	1.52	2	3	3.94	3.87	1.96	0	3.3	2.49	2.73	0	6.56	1	1.76	0.93	1.09	0	2.45	1.21	1.18	1.97	5.35	0.99	5.92	3.11	2.18	4.46	4.13	1.47	2.61	0	3.06	2.66	2.3	2.36	5.46	4.61	5.26	3.09	1.84	4.38	3.63	9.05	5.17	7.87	3.4	11.9	5.11	14.67	6.57	1.87	2.34	9.77	8.97
cds894	7.42	4.65	6.79	2.96	4.76	3.7	7.68	5	4.34	1.94	5	0	4.06	3.8	3	1.51	3.07	0	5.29	3.96	6.11	4.86	12.93	1.91	9.37	4.28	8.34	4.79	5.64	3.8	0.5	7	5.92	3	6.59	5.28	12.7	2.51	13.09	6.13	3.96	14.03	8.3	16.12	13.82	6.5	6.52	17.88	3.1	17.4	12.09	4.97	6.21	17.66	17.83
cds895	154.28	89.43	94.75	45.25	163.4	148.2	151.77	39.57	178.73	143.31	187.9	29.37	148.92	120.87	66.69	44.87	84.28	58.75	110.07	93.44	168.97	123.06	274.59	76.86	176.62	100.4	162.53	89.32	123.04	35.74	111.99	58.25	187.9	68.58	110.38	97.56	261.94	136.65	251.61	106.82	118.75	171.67	163.26	346.12	235.73	205.61	139.22	405.96	111.27	322.16	217.86	75.71	93.77	273.41	263.49
cds896	184.19	126.32	156.74	50.01	367.01	257.78	191.84	64.29	330.19	270.72	281.14	24.39	247.98	209.25	129.24	104.7	158.07	102.97	192.68	151.84	221.76	171.12	385.65	122.14	283.08	198.72	273.66	135.49	182.88	71.91	166.89	87.35	348.67	128.93	193.06	143.27	403.39	228.97	382.58	172.02	157.04	264.85	301.18	574.58	420.51	387.64	242.07	683	229.94	503.23	334.72	137.38	150.92	537.34	508.03
cds897	0	0	0	0	0	0	0	0	0	1.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.54	0	0	0	0.41	0
cds898	57.55	28.88	42.91	22.4	107.33	63.4	63.06	23.1	75.27	61.41	75.23	8	69.12	50.39	30.28	25.48	37.55	26	50.1	36.18	53.04	33.43	106.21	32.92	73.86	47.88	47.95	30.91	37.44	13.68	32.78	14.91	66.43	24.85	40.84	32.66	81.74	42.78	104.82	35.18	29.78	67.48	66.58	124.08	84.03	81.76	29.41	112.77	46.69	106.46	76.24	31.41	23.37	92.1	93.28
cds899	20.35	11.69	19.56	3.74	12.88	12.29	29.03	3.22	26.64	23.53	32.61	4.16	23.37	13.31	11.28	3.2	12.21	6.17	26.47	11.33	15.14	8.03	28.07	13.7	30.3	19.45	18.72	10.37	8.66	8.25	8.84	8.92	20.54	4.41	17.5	11.31	27.27	19.75	26.67	13.88	20.04	14.55	30.21	40.23	38.06	29.67	24.83	51.32	23.06	44.05	27.92	6.81	5.53	43.55	39.72
cds9	36.01	16.85	31.58	11.81	63.65	27.74	39.17	8.5	47.1	45.14	46.17	0	37.51	29.53	15.52	5.15	14.7	9.17	29.89	29.04	46.74	37.92	64.47	31.94	54.45	32.31	38.52	24.76	27.38	15.67	23.69	10	42.07	19.95	27.43	20.36	58.67	37.46	58.45	38.36	28.98	56.04	60.53	85.18	74.49	70.76	37.91	103.91	44.83	82.26	51.82	30.64	28.28	85.37	82.45
cds900	15.99	15.23	19.89	13.07	26.53	13.31	25.04	11.07	28.35	27.55	32.22	1.46	16.11	13.99	9.91	6.24	11.78	3.05	19.69	12.45	25.37	20.22	24.05	14.66	30.91	9.17	20.29	11.72	10.74	2.25	19.39	7.03	20.72	9.62	12.81	11.45	40.65	14.53	31.64	20.25	12.35	23.2	14.79	40.45	27.43	31.84	18	46.39	27.16	40.94	31.15	11.37	7.86	30.62	41.77
cds902	245.57	156.28	290.26	89.62	365.64	289.31	317.25	93.9	439.06	394.84	472.47	53.91	360.21	328.88	149.9	103.85	129.28	98.22	334.28	241.43	441.91	266.15	527.54	152.34	428.98	272.06	378.25	202.9	251.34	119.96	231.41	118.5	431.38	149.76	246.01	221.83	591.08	364.97	480.81	311.41	314.95	552.17	472.79	871.99	641.45	628.94	352.1	1053.9	403.56	805.99	703.21	283.89	244.85	787.18	812.53
cds903	2.5	0.9	0	0	4.17	0	2.02	0	2.8	3	1	0	2	0.78	0.89	0	0	0	1.88	1.5	0.32	4	3.86	1	5.36	1	1	0	0.5	0	2.5	1	3.95	0.87	1	1.58	1	2	3.31	0	2	0	1	1.81	3.93	4.5	4.05	4.48	2	3.89	4	1	1.64	7.76	9.11
cds904	76.23	68.66	61.21	42.45	108.29	108.04	88.81	29.01	101.31	109.95	112.03	6.72	83.02	79.99	34.2	28.54	38.56	29.56	82.78	71.99	104.4	97.14	182.61	58.07	121.03	84.29	107.59	61.42	82.58	29.35	71.53	32.09	122.44	46.54	82.11	69.97	165.53	113.13	173.53	87.84	83.15	142.58	143.46	258.96	141.88	148.28	118.87	270.12	94.07	227.74	157.71	72.16	57.37	198.42	172.57
cds905	46.72	25.37	30.39	13.63	61.4	49.95	44.04	26.22	64.24	41.47	56.58	4.17	58.32	45.27	24.94	19.66	19.44	15.93	53.01	33.61	53.99	42.36	78.69	21.7	73.38	43.76	49.92	32.49	46.22	8.35	35.6	19.33	74.49	23.2	37.31	38.24	106.67	49.99	74.31	37.99	43.53	72.3	66.08	121.93	78.92	90.74	75.89	154.05	43.33	101.13	67.42	33.22	33.77	85.76	84.02
cds906	378.93	263.03	280.15	129.06	558.24	385.36	391.04	104.24	497.58	394.65	497.79	42.19	409.83	373.04	148.31	121.63	189.36	114.96	366.34	224.58	412.81	321.75	693.95	211.66	534.79	322.5	439.35	235.9	313.18	119.09	297.26	149.87	601.57	189.32	304.32	248.72	785.79	453.78	634.06	332.99	278.57	540.43	523.15	924.91	613.18	606.75	395.99	1111.11	339.3	834.73	584.78	233.95	227.08	778.89	768.31
