gutzwiller_wmel_embryo0to2hr_a	gutzwiller_wmel_embryo0to2hr_b	gutzwiller_wmel_embryo2to4hr_a	gutzwiller_wmel_embryo2to4hr_b	gutzwiller_wmel_embryo10to12hr_a	gutzwiller_wmel_embryo10to12hr_b	gutzwiller_wmel_embryo12to14hr_a	gutzwiller_wmel_embryo12to14hr_b	gutzwiller_wmel_embryo18to20hr_a	gutzwiller_wmel_embryo18to20hr_b	gutzwiller_wmel_embryo22to24hr_a	gutzwiller_wmel_embryo22to24hr_b	gutzwiller_wmel_L1_a	gutzwiller_wmel_L1_b	gutzwiller_wmel_L2_a	gutzwiller_wmel_L2_b	gutzwiller_wmel_L3_12hrpostmolt_a	gutzwiller_wmel_L3_12hrpostmolt_b	gutzwiller_wmel_L3_darkbluegutPS_1to2_a	gutzwiller_wmel_L3_darkbluegutPS_1to2_b	gutzwiller_wmel_L3_lightbluegutPS_3to6_a	gutzwiller_wmel_L3_lightbluegutPS_3to6_b	gutzwiller_wmel_L3_cleargutPS_7to9_a	gutzwiller_wmel_L3_cleargutPS_7to9_b	gutzwiller_wmel_WPP_a	gutzwiller_wmel_WPP_b	gutzwiller_wmel_pupae_12hrpostWPP_a	gutzwiller_wmel_pupae_12hrpostWPP_b	gutzwiller_wmel_pupae_24hrpostWPP_a	gutzwiller_wmel_pupae_24hrpostWPP_b	gutzwiller_wmel_pupae_2dayspostWPP_a	gutzwiller_wmel_pupae_2dayspostWPP_b	gutzwiller_wmel_pupae_3dayspostWPP_a	gutzwiller_wmel_pupae_3dayspostWPP_b	gutzwiller_wmel_pupae_4dayspostWPP_a	gutzwiller_wmel_pupae_4dayspostWPP_b	gutzwiller_wmel_adultfemale_1dayposteclosion_a	gutzwiller_wmel_adultfemale_1dayposteclosion_b	gutzwiller_wmel_adultfemale_5dayposteclosion_a	gutzwiller_wmel_adultfemale_5dayposteclosion_b	gutzwiller_wmel_adultfemale_5dayposteclosion_c	gutzwiller_wmel_adultfemale_5dayposteclosion_d	gutzwiller_wmel_adultfemale_5dayposteclosion_f	gutzwiller_wmel_adultfemale_30dayposteclosion_a	gutzwiller_wmel_adultfemale_30dayposteclosion_b	gutzwiller_wmel_adultmale_1dayposteclosion_a	gutzwiller_wmel_adultmale_1dayposteclosion_b	gutzwiller_wmel_adultmale_5dayposteclosion_a	gutzwiller_wmel_adultmale_5dayposteclosion_b	gutzwiller_wmel_adultmale_5dayposteclosion_c	gutzwiller_wmel_adultmale_5dayposteclosion_d	gutzwiller_wmel_adultmale_5dayposteclosion_i	gutzwiller_wmel_adultmale_5dayposteclosion_j	gutzwiller_wmel_adultmale_30dayposteclosion_a	gutzwiller_wmel_adultmale_30dayposteclosion_b
cds466	17.5	19.53	17.23	6.5	39.47	15.29	20.65	2	38.25	27.18	30.57	3	28.16	22.73	6.99	8.67	15.4	12.47	33.99	14.14	27	19	47.19	17.45	35.64	22.07	30.06	20.04	21.46	10.89	11.5	6.93	22.48	15.49	13.76	16.58	44.28	23.76	37.07	23.31	15.93	23.02	35.48	52.38	43.83	37.45	25.33	70.42	20.77	60.79	37.14	13.91	13.69	53.75	46.52
cds467	189.67	168.07	156.02	99.56	236.62	136.49	228.25	64.43	274.99	207.94	230.46	23.95	241.49	190.33	76	65.74	131.66	59.85	156.1	150.61	191.31	213.91	321.56	132.38	274.7	182.38	196.45	109.84	166.57	65.71	108.33	78.64	234.66	122.45	116.44	141.06	300.89	176.31	292.08	130.83	154.47	268.52	242.83	427.27	262.13	267.66	160.84	493.36	155.95	393.14	287.84	119.9	125.75	317.4	319.63
cds47	22	12.5	13.93	8.98	24.09	23.13	24.52	3	17.88	27.14	31.13	0	31.7	18.52	11	9.7	16.75	6	11.5	5.93	31.59	13.5	28.98	12.5	22.27	16.25	19.34	10.26	11.95	4.44	13.98	9.5	33.04	9.59	11	10	43.01	27.22	36.45	28.71	19.03	27.68	33.31	61.81	38.39	41.24	29.31	71.83	19.17	49.8	50.91	15.9	17.02	48.97	53.53
cds470	17.01	13.33	26.28	10.53	46.86	28.56	25.63	5.86	27.99	26.36	34.24	0.56	19.51	17.71	8.19	3.96	6.62	3.23	22.28	16.23	28.86	9.32	39.71	16.37	27.79	22.96	24.25	11.91	7.1	4.86	12.75	11.34	30.2	12.15	15.41	25.7	41.12	22.88	34.55	25.1	25.36	22.79	28.26	66.21	57.84	41.72	14.42	70.31	33.64	65.04	39.73	17.09	17.28	53.12	53.66
cds471	174.74	113.57	140.41	51.69	259.82	134.99	177.07	44.7	253.74	179.55	255.79	21	196.89	132.4	66.06	57.56	60.65	33.61	176.77	118.62	231.18	150.72	295.69	109.07	275.77	153.79	195.1	113.53	123.16	49.02	134.47	67.42	213.52	63.67	135.09	107.99	321.72	191.85	264.51	173.94	143.85	221.86	262.44	454.86	383.56	279.91	172.5	480	196.32	429.4	299.13	130.34	124.69	481.18	458.77
cds473	108.45	77.68	99.65	67.21	245.12	148.76	131.3	62.8	195.53	150.95	186.61	15.7	163.89	120.4	98.67	58.94	92.84	58.64	111.95	95.51	132.23	136.16	247.32	79.34	180.56	109.16	134.68	80.02	97.17	50.37	111.82	63.44	184.37	78.71	92.94	88.9	199.35	145.44	250.34	152.38	126.15	219.01	212.74	335.03	264.1	214.82	116.07	377.99	148.92	303.93	276.14	114.9	123.34	357.42	343.63
cds474	94.55	67.39	90.57	47.62	155.26	92.75	108.82	26.58	161.83	109.06	156.25	18.85	126.45	98.97	33.42	40.76	52.14	22.9	107.61	96.39	171.72	89.82	235.8	65.84	155.38	119.79	127.29	88.18	78.38	42.27	73.67	48.1	164.28	62.11	79.92	84.81	216.72	111.58	189.7	90.34	84.75	151.35	189.15	305.93	269.31	173.54	145.28	370.03	112.1	298.72	175.86	59.5	57.4	357.31	309.72
cds475	54.01	44.08	44.26	31.55	90.12	65.06	76.38	3.19	63.24	64.05	87.22	8	62.63	45.95	25.94	20.5	16.5	15	57.86	38.97	75.6	56.35	135.69	40.1	112.25	74.01	81.06	45.21	46.6	15.51	50.66	21.16	80.29	36.78	64.1	41.03	137.38	63.96	102.56	46.31	31.11	65.15	96.11	187.34	117.34	106.24	62.47	196.03	73.02	144.64	100.7	36.33	39.44	167.6	176.28
cds476	1	1.14	3	0	4.92	6.06	6.91	4	2	3.14	2.72	0	5.26	2.63	2	2.4	2.1	2	1.28	0.31	0.5	4.64	6.53	3.24	5.9	1.5	4.69	1.76	1	2	6.2	1	2.07	1	2	1.97	8.08	2	10.41	2	2.49	3.24	7.11	7.43	7.52	5.5	6.11	11.87	2	11.46	8.2	1.86	5.46	11.64	7.98
cds48	36.04	30.41	53.25	6.86	78.92	49.83	65.72	9.99	87.21	53.51	81.57	2.38	54.96	49.56	19.94	14.42	23.53	11.23	59.25	24.95	64.86	47.98	82.25	29.24	68.9	47.53	54.41	40.95	39.27	15.16	38.3	16.41	57.97	16.63	36.98	28.4	111.38	54.8	78.15	56.11	50.35	87.3	79.14	147.68	107.49	72.76	49.95	147.82	51.08	117.1	80.84	45.8	48.48	158.04	146.16
cds482	0	0	0	0	0	0	0	0	1.34	1	1	0	1	0	0	0	0	0	0.5	0	0	0	1.69	0	0	0	0.43	0	0	0.71	0	0	0	0	0	0.5	0	0	2.87	0	0	1.87	0.83	1.07	1.47	2.36	0	0.88	0.5	0.99	0	0	0.39	3.1	1.42
cds483	0	0	0	0	0	0	0	0	0.55	0	0	0	0	0	0	0	0	0	0.73	0	0	0	0.21	0	0.5	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0.85	0	0	0	0	0	0.39	0	0	1.35	0	1.45	0	0	0	0.49	0.64
cds484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27	0	0	0	0	0	0	0.36
cds486	29.5	22.66	20.93	9.23	52.39	31.31	33.64	8	33.76	25.59	27.47	0.8	31.14	17.35	15.71	16.07	18.83	4.57	22.62	26.22	26.84	20.48	36.56	15.37	33.39	13	16.37	19.99	11.24	6.61	8.96	4.63	28.49	14.43	10.04	15.05	31.44	17.12	38.48	26.08	12.54	28.72	46.56	65.13	38.18	33.37	24.42	54.09	15.64	43.52	28.14	17.61	23.11	48.48	48.5
cds487	96.12	63.06	91.73	31.62	133.44	94.6	118.43	30.05	124.22	131.62	153.48	11.64	124.61	100.1	38.62	40.2	52.12	42.17	129.57	89.44	146.5	94.55	179.12	75.4	166.34	111.83	149.01	93.87	90.25	51.39	85.53	46.83	196.32	65.66	90.38	113.67	270.07	138.01	221.09	116.31	106.8	184.15	225.16	350.31	319.81	221.87	142.97	441.48	148.75	377.03	261.64	117.24	124	347.67	393.39
cds488	37.7	17.69	24.71	13.68	53.24	40.98	33.49	6.88	46.05	40.18	53.62	6.08	44.42	30.18	13.82	14.16	25.29	17.24	40.42	26.18	43.62	29.63	62.85	23	57.3	32.3	46.78	30.74	36.32	16.33	37.82	14.98	67.24	28.74	39.45	32.92	96.66	38.71	85.28	30.02	48.45	69.43	63.7	106.58	78.54	98.11	46.35	198.67	60.84	133.13	105.44	33.67	40.36	118.22	117.47
cds489	47.92	43.5	43.77	37.4	83.77	70.8	62.57	17.1	66.37	67.56	47.1	11.56	57.88	56.7	22.52	26.73	13.72	22.7	44.66	39.2	58.38	64.57	95.28	33.77	73.94	56.64	64.99	55.28	44.2	26.89	32.43	20.9	74.7	22.25	41.32	29.05	94.03	69.17	99.95	44.34	40.62	81.33	79.65	146.2	94.79	99.46	56.43	172.81	60.78	134.91	96.1	25.92	33.07	129.75	124.37
cds49	40	27.8	34.65	12.45	68.81	32.53	41.65	4.2	61.32	38.36	61.88	7.93	43.96	40.86	25.56	16.01	11.73	8.18	43.98	35.73	51.17	25.31	55.7	22.03	56.24	34.99	34.08	20.52	27.9	14.35	25.62	15.02	53.36	17.3	22.94	41.91	72.25	28.95	64.11	29.19	31.15	54.58	65.89	95.81	94.22	72.19	34.4	97.71	35.96	92.34	55.72	21.72	22.18	94.93	105.48
cds490	54.2	39.13	68.69	26.56	147.61	96.52	71.48	16.46	90.33	85.81	97.36	17.05	89.19	58.61	21.82	23.16	34.17	25.38	41.75	33.95	56.88	48.44	108.7	36.51	86.85	44.9	94.55	32.15	58.31	16.03	61.14	12.38	103.18	32.84	42.68	37.46	101.72	53.34	92.05	33.48	37.78	67.67	82.37	141.93	105.68	85.95	54.41	118.72	53.77	86.71	70.62	28.24	32	107.84	88.87
cds492	132.5	102.15	150.81	61.64	165.95	150.86	130.27	59.8	166.63	136.73	216.61	14.56	129.22	119.15	58.4	32.69	77.71	48.51	104.57	80.58	125.61	127.72	195.69	69.68	155.39	117.96	130.7	69.4	103.35	37.08	106.47	45.2	173.78	69.66	88.79	81.44	226.6	123.64	242.39	98.37	102.86	237.82	223.52	360.94	261.97	230.93	137.33	360.65	150.73	318.73	241.12	106.61	90.86	315.07	380.16
cds493	147.12	110	173.16	114.33	253.29	235.53	202.99	53.12	208.19	222.04	251.06	32.21	161.84	156.84	78.17	80.22	117.51	65.14	141.32	91.74	146.67	108.05	226.31	82.19	174.02	144.9	155.6	105.13	107.36	46.23	106.02	53.74	225.89	69.91	117.33	98.31	263.07	157.79	246.52	80.29	88.17	142.6	207.13	383.5	249.29	215.66	152.34	416.38	131.2	320.36	178.47	66.27	80.72	305.62	295
cds494	297.45	193.02	298.43	112.38	480.48	309.36	340.53	90.61	452.78	352.96	554.32	38.32	351.56	295.22	112.79	119.41	188.78	93.27	277.57	156.36	272.79	224.29	471.82	159.21	395.82	213.16	327.35	151.8	242.88	99.63	202.91	110.5	397.46	111.62	179.11	199.15	563.2	271.63	428.16	200.94	184.47	287.58	387.79	611.55	396.41	399.72	252.31	754.62	228.65	537.84	341.94	128.16	138.88	581.45	463.63
cds495	350.63	249.86	354.09	173.94	506.53	332.87	400.23	122.62	547.33	440.28	607.83	63.95	448.42	395.2	189.24	147.19	218.06	174.17	301.22	186.32	370.85	268.17	555.93	175.43	461.84	271.14	402.55	205.18	284.81	110.7	255.93	136.48	474.67	171.68	257.68	220.82	628.59	324.19	571.99	267.26	201.73	381.22	467.61	770.44	605.46	512.56	320.32	912.02	297.36	709.09	457.01	191.41	206.25	695.39	615.33
cds496	100.79	80.66	89.56	33.83	144.81	94.59	81.59	41.74	139.76	109.69	120.87	19.78	138.65	113.3	35.42	44.54	61	39.66	92.07	78.97	96.39	100.52	163.07	52.06	137.14	89.49	112.01	63.26	71.17	38.04	60.3	33.75	118.01	52.53	63.69	62.61	173.54	83.98	176.73	79.58	81.08	142.23	155.72	259.51	179.16	131.65	83.94	244.82	90.37	196.46	151.23	56.81	42.57	196.38	224.66
cds497	177.64	158.66	134.32	77.5	342.23	285.82	174.46	52.66	203.7	158.32	216.95	25.29	174.24	133.08	103.34	61.17	113.6	60.91	142.28	112.42	165.44	154.49	287.26	104.69	243.69	147.08	151.99	95.81	137.46	44.84	108.99	51.07	212.49	81.59	95.88	101.99	270.26	134.08	257.08	117.38	110.11	175.49	220.08	329.44	224.33	195.2	118.71	392.47	127.51	272.28	184.33	98.61	95.33	266.64	267.15
cds498	34.81	21.89	31.65	16	61.81	50.94	36.57	10	45.35	42.67	55.31	6	41.81	42.38	21	13.14	18.16	21.85	32.66	29.41	37.49	31.8	61.62	22.67	40.47	33.93	26.04	24.88	27	15	15.18	29.49	57.34	29.35	23.63	33.94	53.98	33.83	43.59	36.78	33.53	45.37	48.05	83.84	81.18	55.15	31.42	115.25	39.1	67.65	75.64	21.66	32.99	87.27	92.97
cds5	198.87	176.64	207.28	121.03	317.95	188.86	258.74	64.58	342.96	284.2	381.53	38.51	294.88	256.19	106.59	101.43	138.11	85.91	240.68	167.94	324.67	180.64	454.79	142.23	378.24	203.71	328.59	180.6	181.75	75.12	208.53	97.44	366.05	161.04	207.09	192.85	494.91	288.14	466.63	214.84	163.95	329.92	360.18	696.9	517.1	474.99	273.38	798.65	258.59	678.31	463.62	151.95	187.54	619.39	638.97
cds50	63.8	53.85	57.04	27.94	116.18	76.71	74.81	15.73	66.9	71.68	95.84	3.38	55.39	44.38	22.94	24.36	32.33	18.7	68.63	48.53	63.57	70.01	100.6	37.03	107.19	77.06	52.82	51.71	51.41	13.54	35	20.87	92.59	43.04	40.84	43.42	136.71	76.61	111.56	57.94	60	97.49	91.71	184.7	131.63	117.54	75.24	203.69	84.09	202.92	146.15	54.7	64	178.3	190.59
cds501	26.14	11.48	19.55	6.03	27.44	16.57	14.88	6.79	28.77	23.96	32.79	4.89	26.65	21.87	4.75	10.69	5.82	6.57	22.44	10.83	39.16	18.19	55.52	18.38	34.9	34.47	29.18	15.69	15.38	4.59	18.08	12.83	39.25	19.8	24.63	22.56	50.4	29.05	52.43	16.48	20.92	39.35	57.72	85.15	72.73	41.7	31.47	91.7	33.29	92.08	58.94	20.11	26.52	102.59	110.55
cds502	0.38	2	1.32	0.99	5.57	0.75	4.35	1.07	4.6	3.27	4.16	1.11	6.99	0.71	0.21	1.04	1.65	0.93	2.1	0.92	2.57	2.7	5.51	1.03	4.09	1.98	4.28	0.29	3.13	2.11	0.86	0.73	6.07	1.87	1.27	0.47	2.63	0.94	5.04	2.46	2.93	6.44	4.65	8.63	4.79	4.2	2.44	10.56	2.9	10.18	10.7	2.48	1.75	9.02	11.49
cds503	39.46	32.13	28.99	15.5	62.67	29.77	50.39	10.39	59.26	54.87	89.22	9.14	74.52	58.5	18.44	21.79	23.27	9.84	60.38	26.46	62.3	41.21	118.16	25.54	82.96	45.11	86.25	50.64	42.4	18.65	54.04	14.61	77.85	26.33	38.79	37.84	103.56	57.06	62.87	36.54	29.7	55.44	59.41	117.33	87.16	81.39	44.16	157.55	45.71	111.73	67.96	30.01	27.19	94.74	117.75
cds504	16.4	15.51	20.83	6	35.94	27.15	25.51	2.36	20.42	24.7	23.08	6.34	36.89	34.46	12.3	7.25	4.29	8.78	19.31	8.95	26.71	11.22	54	11.93	40.48	25.7	29.44	23.41	19.24	11.49	21.06	19.29	27.88	16.77	36.01	18.55	52.71	33.51	56	22.64	13.77	29.44	27.14	65.67	46.7	32.08	32.05	78.06	23.33	68.23	55.39	16.65	26.4	63.35	73.32
cds505	173.57	139.48	198.53	86.99	321.53	165.69	226.63	38.25	322.49	233.63	304.78	24.28	264.37	174.05	105.44	70.38	74.6	57.21	159.52	114.73	205.57	149.47	342.94	90.16	247.26	158.47	224.88	144.1	175.84	77.76	150.12	92.06	281.48	88.16	136.46	123.63	334.55	201.36	335.22	176.95	146.59	314.52	258.11	504.42	355.3	317.71	174.76	594.43	212.03	494.67	379.12	147.23	149.85	431.49	467.18
cds506	1	3	2.66	4	2.82	2	4	3	4	2	3	0	2	1.96	0	0	3	2.8	2.26	3	3	4	8	3	9.78	1	4	1	2	4.75	7.5	1	6.87	3.5	2	1.5	4.55	3	5	0	1	5.5	9.92	10.69	7	5.5	4.58	15.85	3.76	13.93	4	1	2.34	12.47	12.04
cds507	1	0	1	0	0.96	0	0	0	0.86	0	1.72	0	0.61	0	0	0	1	0.18	0.72	0	1	1	0	0	2.2	0	0	1.79	1	1.05	0	0	3.41	0	1.89	0	0	0.89	2	0	0	1	2.06	1.66	1.94	1.92	0.4	3.68	1.22	1.88	1.96	2.83	1.16	3.21	4.43
cds509	32.7	35.1	44.31	6.77	50.72	29.15	37.77	12	53.26	33.83	40.15	0.95	33.6	30.76	15.7	13.75	13.6	14.16	41.89	25.73	56	20.66	76.58	23.96	51.9	38.78	46.48	25.06	24.9	12.08	24.85	8.58	49	22.77	21.66	30.35	74.02	38.55	68.51	38.12	29.49	78.96	76.41	116.87	101.97	75.75	47.76	115.59	37.46	114.16	80.33	32.94	35.66	127.84	134.52
cds51	168.63	142.82	151.47	94.16	286.18	232.54	204.34	49.47	211.82	197.54	247.7	28.1	183.73	143.3	85.4	60.6	80.4	60.27	148.68	103.44	175.43	184.34	298.77	112.95	252.02	148.35	186.7	95.28	119.34	56.51	89.78	66.26	257.52	69.09	92.28	122.36	314.03	180.34	301.93	133.4	128.65	201.29	238.45	426.43	310.67	246.33	182.83	503.63	137.49	374.94	245.05	114.71	110.36	337.05	395.83
cds510	180.32	115.2	163.65	87.95	265.4	141.89	195.68	46.78	279.82	221.89	285.54	33.5	235.87	200.93	110.81	85.1	98.79	69.46	193.55	139.64	261.65	173.84	335.71	117.36	272.53	165.71	280.6	162.21	159.34	87.33	152.25	91.83	270.16	108.21	143.68	149.79	392.42	191.21	363.98	184.88	164.35	300.25	290.06	534.09	405.17	355.23	209.82	673.81	240.56	506.86	378	157.42	166.64	474.68	529.14
cds512	108.37	93.41	127.01	54.17	214.82	127.1	128.54	42	204.41	133.45	213.69	11.56	140.63	109.93	69.11	76.51	75.51	57.47	148.62	107.34	158.3	115.82	251.88	97.02	186.76	101.32	188.25	101.91	118.52	63.8	93.96	61.87	217.91	65.21	117.33	114.2	277	119.99	252.08	127.7	109.69	201.24	232.78	436.91	290.93	220.32	150.05	438.23	169.43	369.34	258.14	104.25	97.92	375.66	451.97
cds513	52.39	47.63	52.73	28.93	93.4	85.22	80.88	22.08	69.82	84.2	89.53	6.99	52.32	77.14	43.28	31.6	31.32	34.13	60.97	64.86	57.81	43.31	110.61	43.43	75.88	55.82	69.39	42.97	53.36	31.41	45.14	33.67	92.76	39.47	61.61	62.98	119.67	88.16	115.78	50.08	53.59	72.42	138.86	195.07	158.16	122.91	78.98	216.66	68.88	191.13	112.32	43.02	43.07	176.18	196.03
cds514	0	0	3.42	0	2.96	1.11	1	0	0	0.08	1.91	0	1.65	0.86	0.38	1.47	0	0	2.87	1.6	1.92	0	0	0.21	2.33	0.64	3	0	0	1.6	0.87	0.84	2.27	0.5	3.89	1	1.88	0	1	1.91	0	2.72	3.76	2.77	1.36	1.87	1.27	2.17	1.84	2.37	1.06	1	0.57	4.01	3.56
cds515	0.85	0	0.42	0	0	0	0	0	0	0	0	0	0	0	1.29	0.18	0	0	0.17	1.02	0	0	0	0.64	0	0	0	0	0	0	0	0	0.35	0	0	0	0	0	0	0	0	0	0	0.41	0	0.34	0	0.02	0	0	0	0	0	0	0.19
cds516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0.38	0	0	0	0.03	0
cds517	80.51	52.08	84.01	35.53	160.92	97.09	102.07	19.56	101.6	70.71	94.96	9.41	64.58	57.11	36.05	15.01	37.32	17.76	70.43	41.79	77.42	67	129.46	58.72	90.86	49.39	61.22	46.88	34.51	18.07	40.83	28.13	112.32	30.36	41.03	45.65	129.15	75.48	106.15	57.83	40.24	77.38	89.57	182.17	123.68	82.57	76.91	177.77	59.55	133.03	92.02	42.05	39.84	131.72	144.99
cds518	66.36	60.07	67.54	29.2	145.2	96.24	97.13	18.86	86.83	77.05	87.06	9.01	58.41	42.54	27.86	29.73	32.1	19.97	68.24	45.2	67.42	62.01	113	42.58	90.74	56.85	68.41	40.8	42.01	26.37	30.05	28.04	72.06	36.68	33.54	52.84	99.04	71.11	106.92	46.76	52.69	64.71	92.43	157.28	140.4	107.91	67.83	192.05	54.63	145.09	79.4	33.03	33.94	139.73	127.87
cds519	51.58	38.84	59.81	29.41	93.6	60.27	71.06	20.78	58.05	73.18	90.7	10.45	55.48	46.51	24.41	19.42	23.69	23.64	43.74	22.63	73.05	12.64	101.35	32.21	87.69	43.22	63.34	48.62	44.2	23.97	42.39	30.7	73.67	25.83	36.22	47.31	100.8	83.65	96.9	40.02	33.38	34.05	76.36	174.55	141.73	98.62	60.39	193.66	81.35	178.66	78.44	36.36	22.14	177.25	163.51
cds52	10.79	10.46	13.19	7.39	27.41	20.9	30.12	3	19.1	24.07	30.7	1	15.79	17.29	13.42	15.21	9.38	6.58	49.19	13.97	67.27	26.18	125.47	17.53	58.51	43.63	77.21	35.43	51.77	17.52	70.93	36.22	122.97	40.56	71.01	50.08	154.81	89.69	144.32	88.52	83.26	145.85	106.55	347.01	235.94	216.57	89.04	684.72	220.62	559.82	228.86	93.52	110.18	644.76	525.99
cds520	126.29	90.88	122.04	41.14	274.91	127.68	122.09	25.18	156.64	145.62	225.07	11.01	121.78	132.94	77.46	57.69	61.12	46.55	129.98	117.09	136.55	117.94	246.13	90.52	159.17	116.15	156.38	100.01	87.95	49.8	98.91	54.2	225.91	89.21	124.96	100.19	278.35	135.64	234.92	125.07	122.14	188.14	220.17	366.71	285.48	236.47	136.26	464.73	147.76	383.14	225.89	80.71	97.67	383.42	371.79
cds521	41.59	35.47	30.87	12.99	88.45	56.11	46	18.5	54.08	49.5	54.85	9.38	50.67	39.11	16.94	14.4	26.54	11.7	42.2	28.16	44.94	48.52	67.2	24.15	45.13	27.84	53.69	28.67	24.43	17.99	38.02	19.54	50.55	18.46	40.57	22.62	74.72	49.57	82.84	38.25	31.41	66.3	70.33	99.74	74.11	79.37	34.5	122.87	50.07	92.46	70.87	31.76	31.42	80.05	96.58
cds522	204.86	119.32	153.84	73.31	301.98	170.92	206.89	58.93	232.62	213.42	291.6	24.92	224.97	210.04	75.32	81.51	123.91	86.6	188.6	132.86	206.27	162.91	338.63	117.67	253.25	145.56	222.63	132.06	132.46	64.66	99.36	83.11	238.93	105.23	138.65	145.32	329.28	190.17	298.95	133.78	150.27	288.36	260.17	452.46	302.77	281.01	178.31	485.19	188.1	428.8	348.57	125.46	144.2	355.29	384.99
cds525	0.89	0.5	0.24	2.95	1.46	3.68	0	2.33	2.43	1.64	2.06	0	4.49	3.55	0	1.89	0.79	0	0	1.04	1.55	0.23	3.86	0.36	3.16	2.79	2.4	1.09	0	0.68	1.28	0	2.04	1.86	0.83	2.25	2.98	2.84	3.32	1.28	1.09	2.9	3.23	6.66	4.25	3.37	1.28	5.78	1.9	3.76	3.86	0	2.35	6.42	9.65
cds527	1.15	0	1	0	7.27	1.38	1	0	5.49	2	0.5	0	0.24	2.52	1.04	0	3.32	0	1.94	0.87	0.32	3.06	1.63	0	2.23	1	2.18	2.01	1	0.02	1.44	0	2.73	0.34	0.47	1	1.35	1	5.26	3	1.25	1.5	0	3.32	3.09	2.33	1	5.35	1.01	2.24	5.3	1	0.05	2.93	6.18
cds528	0.95	0.28	0.34	0	6.93	1.51	1.21	0	4.08	0	1	0	0.78	2.57	0.82	0.15	0.69	0	1.61	3.82	3.11	3.82	1.78	0	2.77	0.48	1.83	1.89	0.68	0.9	0	0	3.73	0.54	2.07	1.46	4.62	1.15	2.93	2.12	0.92	2.18	2.09	5.06	5.36	5.76	0.2	3.77	1.5	5.12	5.19	2.32	2.75	6.37	4.32
cds529	6.73	7.36	10.06	0.91	26.47	20.01	10.69	4.08	19.74	11	19.3	1	14.49	9.38	4.11	7.89	4.94	2.47	7.45	9.21	19.32	12.97	23.2	9.2	16.83	12.09	19.66	13.37	7.25	1	11.83	3.34	18.7	4.7	6.24	2.96	17.37	7.54	21.72	13.97	3.58	21.42	23.19	25.51	35.31	20.02	12.26	31.53	18.93	23.25	33.63	10.81	10.35	32.55	25.73
cds53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0.3	0	0	0	0.35	0	0	0	0	0	0	0.39
cds530	13.32	7.34	7.88	6.76	32.69	22.22	20.26	2.83	16.12	19.93	22.15	0	7.68	8.41	6	6	5	4.32	11.07	12.91	17.6	13.15	28.06	10.46	21.49	16.69	19.19	10.74	9.53	5	9	9.86	24.25	4.58	14.02	9.54	35.09	15.87	18.16	17.47	16.57	33.23	29.53	51.84	34.89	23.98	13.84	53.64	20.17	47.59	34.58	12.42	6.06	38.65	35.15
cds531	3.58	1.65	6.09	0.86	6.35	1.4	7.86	1.92	7.96	3.16	9.09	0	5.18	1.43	1	1.99	1	1.97	0.7	2.3	2.78	2.09	6.41	4.33	6.31	4.39	4.92	1.26	3.65	0.75	0.77	0.14	4.41	4.27	4.59	2.99	11.39	7.79	8.62	4.2	3.63	6.09	4.34	10.01	5.45	4.35	3.62	17.66	4.2	12.37	8.95	2	4.13	5.47	13.48
cds532	3.26	2.11	3.26	0	6.69	2.12	4.75	0	3.43	5.35	3.79	0	2.81	3.61	0.83	0	0.2	0.7	3.85	2.59	5.31	1.85	4.44	5.32	3.71	1.48	4.19	2.73	0.65	0.22	3.35	0	3.15	3.22	2.66	4.99	2.93	0.55	3.01	5.14	1.19	5.88	6.88	14.36	4.48	4.67	5.72	13.61	1.63	6.63	7.13	1.46	3.54	4.3	14.48
cds534	2.17	2.22	1	2.09	13.02	4.31	4.16	0	7	8.83	10.05	0.73	1.77	0.99	0.35	1.75	2.55	2.94	2.96	3.55	2.87	1	4.85	2.61	6.56	7.54	4.72	3.61	0	1.26	4.41	2.64	3.76	1.6	6.28	5.21	2.57	3.5	6.54	3.1	7.48	2.34	7.01	6.01	16.35	12.47	0.8	9.57	5.48	10.13	9.02	5.04	4.02	23.24	23.93
cds536	16.73	12.52	24.6	5.82	35.67	19.05	25.04	7.71	30.14	22.83	37.83	2.04	23.84	33.54	23.96	15.83	10.73	7.81	30.35	22.55	51.53	27.37	59.57	19	28.72	17.17	42.34	19.49	31.78	12.43	24.99	17.17	62.98	23.87	35.14	27.02	54.01	29.07	66.98	10.05	17.94	38.19	55.99	116.6	77.83	69.27	36.51	115.06	28.87	112.08	69.97	30.48	20.53	218.54	178.54
cds537	0.24	1.18	0	0	4	3	1.25	1	1	2.95	0	0	0	1.57	0	0	0	1	1.5	1.66	0	1.42	0	0	1	0	2	0.65	0	1	1	0.36	0.65	1.77	0	0	2.85	0.83	1	1.52	0	0.83	4.31	2.75	4	1	2.54	5	1.37	6.32	3.64	1	0	0.88	3.46
