chung_wbm_vector18hpi_a	chung_wbm_vector18hpi_b	chung_wbm_vector4dpi_a	chung_wbm_vector4dpi_b	chung_wbm_vector8dpi_a	chung_wbm_vector8dpi_b	chung_wbm_mammal1dpi_a	chung_wbm_mammal1dpi_b	chung_wbm_mammal2dpi_a	chung_wbm_mammal2dpi_b	chung_wbm_mammal3dpi_a	chung_wbm_mammal3dpi_b	chung_wbm_mammal4dpi_a	chung_wbm_mammal4dpi_b	chung_wbm_mammal8dpi_a	chung_wbm_mammal8dpi_b	chung_wbm_mammal20dpi_immaturemale_a	chung_wbm_mammal20dpi_immaturemale_b	chung_wbm_mammal24dpi_immaturefemale_a	chung_wbm_mammal24dpi_immaturefemale_b	chung_wbm_adultmale_a	chung_wbm_adultmale_b	chung_wbm_adultfemale_a	chung_wbm_adultfemale_b	chung_wbm_adultfemale_c	chung_wbm_adultfemale_d	chung_wbm_embryo_a	chung_wbm_embryo_b	chung_wbm_immatureMF_a	chung_wbm_immatureMF_b	chung_wbm_matureMF_a	chung_wbm_matureMF_b	invert	module
cds304	13076.480957855	11780.778378485	6876.79498431299	6404.59043168572	7421.71387022783	7815.89830893202	2100.68832017444	2239.10497420178	2832.86428264238	3349.88517408127	2940.10741262627	3300.65793733257	4333.93798739319	4231.10331301331	4228.00924690972	4514.80496624909	11317.1779532452	9297.04571525076	18166.048069599	8688.66108866904	20685.4835891779	26815.0446460698	15374.0400967202	22538.7399549227	23420.0433565788	20126.0202338458	11215.3025532394	13853.4584226469	12001.8157504123	15582.3440237906	15091.3978328625	11432.3535728429	FALSE	darkgrey
cds343	196.686073378136	342.051456590004	296.443467667437	380.682062946929	440.84912082829	213.704681371677	275.630363126301	223.682894853698	122.538910447357	206.001032785769	193.491689833197	286.305849377532	164.387242384559	224.503319571585	441.450796866843	375.451755336606	316.315403198843	515.469913651739	366.30816647439	371.986303436384	881.635904585619	737.713566617733	601.410727773343	929.80219441652	768.913561996487	835.425291359918	504.469301121111	228.494643983018	508.887930652847	322.476879291636	583.573273009398	230.663234061965	FALSE	darkgrey
cds471	9419.83970226966	11647.1527325872	7403.38510380604	9264.04881264711	7796.94107413175	7102.93459286075	8236.17664154437	7819.06173192498	6938.2389038536	7050.4368276263	8408.8271830995	7946.11821927111	8981.39942744219	8027.43501597573	9085.52953720853	8928.74885755037	10365.8335542445	9235.83444301183	11482.6085435724	12040.0437099319	13658.7568626051	12325.3111808797	11748.2479067012	11163.5432560536	13501.6058017197	14210.9877334629	7405.34565554408	12487.5821258901	11996.3141193109	12641.8675592951	11175.8411461613	9115.55020818996	FALSE	darkgrey
cds485	721.508984412459	1254.99912502819	323.498390131607	268.481684081088	395.164873779605	240.227430737288	391.826720941293	320.395701980898	304.29275630305	297.001388546048	324.827731140013	347.014616259627	317.063426480742	618.54922994968	1269.7785404325	1223.57538532874	1803.22865831097	1458.37394182232	1733.2687654903	1675.16397466096	3187.94350364279	3141.10698225329	1616.12724454512	2750.46243542666	2288.01923403913	2294.6005608548	1407.18112783284	798.36766960087	1372.32590568428	1448.80808087161	1353.59329290667	1037.44682165632	FALSE	darkgrey
cds534	9647.92916980464	12169.1617704678	8882.25497864306	9150.2902564538	7516.28834677792	5623.41803751806	11058.6063873207	10491.3699697096	8018.42549300823	10162.5713926195	7665.55831030248	8185.74512956061	9468.13794990967	7652.85970607692	7778.98314996617	7042.48201487902	8931.9653538104	7867.54698214578	6815.71241304205	7770.37662060464	21869.1423579402	21897.0115026374	14726.2881175365	21629.8439340009	16716.0051727974	14141.0403131293	9678.38420868077	9358.93469052062	12859.3180604773	14383.1320018716	12628.1409908364	13097.9676524028	FALSE	darkgrey
cds7	416.026249587004	59.2251218854194	64.0285751945755	190.113085924248	185.105653556831	131.578812474208	52.9689583088605	44.4511062201408	38.9128180283434	64.729230201704	44.2604465507748	39.9372633527475	17.3046428063385	137.741364058866	501.937348308778	645.280392533738	248.638350982784	239.423720209849	178.349306587269	354.958533888477	339.524471249738	761.393511846926	197.270824074988	320.475929033508	402.202104660172	279.698617775312	132.054754080948	373.638942090177	486.228543814322	216.952413896612	454.066086140433	233.558794564043	FALSE	darkgrey
cds719	10116.9233949067	10864.1517446856	6796.83998963925	7938.5635741138	6679.91421508562	6617.68291239098	7453.05972470815	7673.52728927898	7528.21415389474	7072.87323601212	6285.51935691475	6255.43211891271	8887.0317547189	6944.9791266104	6180.5773587561	6200.1722432013	8668.87507130882	7670.58476173399	10312.9163464429	8811.62466852036	12264.1383325576	15152.9123631602	8126.64637043368	9238.6880497045	13735.3299479919	12191.7037886277	8619.86794764531	10575.8221877474	7767.67882113713	10834.9631986626	9309.94877799923	10546.8452065678	FALSE	darkgrey
cds808	3768.14246111217	3572.49411452071	3007.07770513213	4396.16334424507	2308.59736527623	2377.67522576285	4055.90588753384	3789.97305230466	3724.58911454433	4542.61517287005	2485.81185419073	2631.13175772951	3196.89987410169	2840.51055734905	2647.76198293081	2939.32779206088	3793.90921232075	3487.21303933723	3467.44555555192	4353.1707856893	6414.71217810182	8230.27954138147	6211.08621128966	6082.81697245374	5781.0946063582	7289.19964950708	4689.77222031479	4472.11870151178	5626.29323199949	5287.67610679822	5177.13769922373	5198.19559983856	FALSE	darkgrey
cds995	5759.45303111069	1195.02705570157	2223.5754332657	3621.60155697331	1755.03620061387	2036.81784146854	3090.27836692677	3977.35741888986	2431.03703515012	2386.24032977336	2721.66265637011	2559.70002745756	2589.53074432068	3046.40213816839	3522.40885003457	3834.48757991469	6272.96753634	5378.79501599649	4198.79888478389	4376.45168621155	5168.06830958778	7612.43150485397	6456.52248703521	9123.01165509218	7911.70330337609	5894.69262242006	2894.09141047639	1431.4167813551	5152.62485392139	3513.44224346567	5468.68029049627	4731.36331511585	FALSE	darkgrey
cds433	1689.58899843308	964.855456200326	1628.68086608101	1619.58240567961	1900.60862253101	2226.93657236458	2364.22271234357	2440.60450932609	2068.70951524199	2055.61639224987	2138.58621875809	2265.398255679	2464.60671787465	2063.96746959882	2060.68819015971	1912.93882247326	1887.53901816232	1747.85350583438	1389.76005082464	1432.62597008056	1157.94597548361	1011.7535656544	1038.34135739885	1197.76818389769	983.516194788554	1077.88965444609	2200.11659888406	1227.53406216866	2054.02542325831	1356.91795467546	1850.60183876148	1579.49738016697	TRUE	darkgrey
cds704	2633.19267820893	2160.63677009543	2468.43143315328	2120.65091965817	3059.69941365505	2716.82910502312	2725.17330471795	2374.70339270014	2893.38826521631	2528.83414313031	3182.37266589779	3177.24806078645	4040.25572034755	4138.98733329863	3050.27303545132	3279.77096543869	1900.05330052797	1865.30896114272	2317.71834772173	3178.92881218145	391.486147039883	1717.66911260935	1485.56786254805	1275.2869634218	1296.43733387138	1469.87597755944	3273.39805981703	3059.88019793625	2711.53446967675	3495.08024830219	2181.2209015249	3695.57957346485	TRUE	darkgrey
cds955	1173.60045166393	1803.71350164922	1617.80772828518	1525.13251765157	1913.78550564896	2164.34239194443	1726.87859854405	1542.29872523613	1370.07047470122	1747.62032734905	1717.75098125071	1765.48422641689	1392.73710567614	1702.29337730436	1976.45743794306	2035.34272590835	1362.12661648403	1700.12689460582	973.297708808825	1855.49141657159	759.034167533997	832.837801941808	962.387117990143	817.707201126236	614.362392039946	733.630250793599	1027.2865376392	1795.27121471095	1467.30960372261	1099.80012006512	1313.93573646802	1297.06233414557	TRUE	darkgrey
cds182	1297.29159963322	2016.39290210765	1402.26391315584	1660.94372056526	1275.30495880334	1143.03723576007	1721.89737072172	1939.24514261399	1548.91034719154	1178.53064616377	2079.7870598727	2162.40420865034	2201.73586934405	2018.67351408537	2003.52329073503	2076.57704889427	1043.26663114787	1252.60755742977	723.477794563945	1461.09183806323	1221.60075201974	1335.1452272515	775.491106003535	771.843509070285	1272.92626348577	807.025179508198	965.983653801373	864.068342128837	1051.16614860406	1214.8371053328	814.504419073751	1068.64058473802	FALSE	darkorange
cds188	1195.81532522787	926.581364396846	923.175564031689	1085.15244803604	833.267998065321	879.549119102482	1095.19863219716	854.07885415629	1176.96321925108	721.401252727575	1454.5526678613	1312.04714577221	1312.6328315048	1304.07004889742	1514.58178569152	1235.48109721505	422.810311885662	452.067346618819	349.608119805632	747.372227583385	312.020631269681	601.096911802621	511.500845479658	713.116410712251	708.137285966019	415.333363677406	274.607511760131	249.062102002758	682.918524383099	787.183026422501	518.474534700097	959.622129253173	FALSE	darkorange
cds248	428.34664508349	752.450010128634	614.189879517207	572.905004410445	579.438693948297	312.945006485275	433.387383822476	430.443094663778	454.267637465174	366.325540758864	686.975001886976	629.411809581745	630.388476223502	609.753467941036	612.801419302718	580.285366281687	202.539384747332	248.774752770712	161.593855020937	163.960338831039	75.2656218614458	424.584506173725	193.440573206198	0	197.840169140237	201.628920348154	308.822869624487	269.847208138921	222.095436575829	216.880780355078	166.319176422683	271.878814905852	FALSE	darkorange
cds376	3456.09281761931	3381.665094298	2630.15100805384	3213.82772042461	2394.70597822226	2267.72025978507	2523.89239984259	2666.00998955285	2265.18011757087	2440.38215029051	2781.50358318256	2791.45926275598	2335.51598160994	2869.63093103355	2428.8534967829	2613.60650333011	1842.83556449903	1814.21126816753	1126.54434601069	1948.82461128197	1627.2755564689	1477.86639306855	937.53800073168	1331.87011396763	1311.44306626463	1075.22171707155	1370.94655333687	1741.04948937871	1772.94857257205	1948.77060800409	1159.2910112587	2462.7651292955	FALSE	darkorange
cds4	2009.93176162858	1516.67394957682	1831.90331807306	1587.41087693278	2082.9420896882	2286.84591105478	2528.36972839551	2624.22443894264	2514.25862867346	2216.4933825382	2983.81360645826	2339.65727506792	2632.55786375532	2395.5446535808	2361.38171022864	2237.03065582468	1432.35962232256	1241.07959022537	659.898669418272	1170.43211396255	1743.48757411615	1076.01848864345	698.202851968624	1234.64508308998	1161.06469857399	812.206667321908	996.888249484803	855.70063695089	1149.33359032157	1058.30292260905	1006.1639945297	1805.46406500357	FALSE	darkorange
cds520	2593.58857251429	2898.5801211043	2839.84646481868	3268.70728699802	1713.07173801303	2164.25793250638	1664.62229511563	1866.96303672966	1784.8930315833	1440.61690096145	2583.3947508222	2489.73300865684	3173.95792914493	2283.62444560322	2521.81298993768	2455.25139530095	2201.14880085955	2221.98474733254	1525.97537963826	1570.68784299948	1257.81203044052	1219.58895029297	1146.37755193443	1124.95175481966	1327.91110460117	1665.58364420583	1529.28895576163	1444.32912996218	1312.21300153998	1308.05152776183	1174.05361104926	1494.77710122756	FALSE	darkorange
cds714	1775.79631713729	3494.05420521493	3039.48656902168	2868.4750693344	3205.9425391097	3257.83765402813	4018.37462352974	3157.33231906986	3317.76417854947	2995.12027874351	4139.81031050847	3133.78059774485	3787.55273301069	4007.59515945527	3479.95411372892	2969.73684277799	1728.59455599616	1393.08424756279	1317.97506560226	1760.6988419069	2888.55049867844	1677.67785020149	1369.54597067859	789.899399117104	1004.50470297102	1802.71669438044	907.975146331995	1114.80366382539	1505.112881705	1864.01612445847	690.805267216259	1879.86859639655	FALSE	darkorange
cds824	2332.202146614	2327.17675580545	1934.55117979714	1455.35063469223	970.36054154317	1401.2981737361	2101.85337719161	2237.13183834891	2551.91662893589	1774.70768986583	2712.00015860325	2277.84242146978	2428.99943078937	2108.38663979475	1760.32073244592	1991.53467151019	1464.30943186107	1491.14877792506	1020.82659684908	1265.11159067333	1694.54488468997	1275.78750390484	1015.80427288247	995.738699472932	1457.15225718005	1361.23294833454	1115.64116443856	778.610489477836	1091.87334976381	1054.51506180716	1225.56547900097	1305.12658446637	FALSE	darkorange
cds948	1839.57964299734	2682.95730802059	2308.60117376794	1715.21273101246	1319.98078068942	1478.2195433644	1186.22669490869	1415.10376940993	1350.87197821938	999.672189280458	1929.12996809385	1456.30449919583	2995.09783419016	2018.29014943772	2434.88177290498	2046.83110562438	732.648172855327	846.337541380401	551.434588408455	731.321832269017	980.617118522803	1176.54668208192	673.971931115705	824.056601619242	825.747518612481	834.038710483198	367.751315154874	410.599144765124	749.755236738078	1019.04944044211	731.914778085831	1073.52047474482	FALSE	darkorange
cds59	19.4860273259305	299.441980307653	399.996955661023	283.715624675622	745.653879814169	714.555777433339	301.988292612193	364.64605225363	418.581758304484	668.694463829304	292.161072863528	285.906047744931	320.083167318312	258.342924508661	341.6366840819	191.576144920303	535.942661010549	466.859266683192	441.471219386852	483.491384499867	828.723871744491	1138.20081826552	577.312665639891	502.806728581581	582.196084752067	412.576521307837	130.01309121637	378.681688189179	934.267143842889	1156.44575646431	1152.29574736284	992.593702471856	TRUE	darkorange
cds110	1417.91325533422	473.54445072888	615.250698853376	351.366765398826	397.002999992708	469.438006079183	666.92555125819	540.322032195748	841.062216934951	484.941300858216	912.381092098772	760.058333349434	820.360265851317	1089.12223248903	1111.6407438859	1086.85011536246	1265.17175926124	924.63697477565	599.52101982149	1245.85789390971	1160.20096645538	984.087928641425	806.634751557604	1042.84380626126	901.609637969791	553.171416885282	1282.43204974629	1373.4287292637	637.321177519666	669.541959003092	639.129838220573	991.416355926953	FALSE	antiquewhite4
cds357	1383.83599604415	751.752200459306	1881.78440403163	1154.99078289387	1429.87360119739	1454.43406182442	1576.07278949476	1729.43309983921	2440.79872826424	1996.19067632641	2454.1270517954	2267.61072085148	2166.81966523603	2042.25723130959	2252.89604338249	2137.98662897624	2773.28320743193	2997.10811650572	2229.40434926424	2651.60489299284	3478.32958417859	2975.5866906177	2219.32857716527	3338.20481924181	2950.85960621803	2185.06022977205	4339.3429350558	3526.01122960213	2025.99381450187	1966.47980598483	2042.48540023197	2427.60059804545	FALSE	antiquewhite4
cds458	1562.00328554843	1312.34818617993	1867.54835915573	1474.35057407479	1706.22901463187	1491.5796081144	1723.68409049503	2000.98565030051	2620.48051067191	2930.88028066367	3295.43540021135	1970.15086083668	3067.96708838609	2153.5490308773	1875.38762491642	2318.37133215323	4879.53115321937	5052.91184679759	2971.56423892906	3189.79468576732	3684.37450694637	2158.66523475597	2319.45138301992	8212.91540114223	3720.62819779201	1815.52992845435	6818.76546512986	8476.49624514504	2921.1527096137	2827.15929414806	3605.55317194319	3165.81470316552	FALSE	antiquewhite4
cds467	595.888341752282	712.595755700525	394.728819457393	115.714535720286	187.488763880364	245.38961530014	720.399399538711	569.683883343288	430.778343704853	640.627294234784	669.62814757523	604.442395788463	647.673893362062	566.88143407908	491.898268140996	491.532383489248	652.468516239783	596.291067646055	200.788868236636	533.170079339783	399.592292838342	523.053824543287	238.279924097127	570.371028096954	605.51167285631	244.283052531897	1152.10296352561	731.98537079998	448.321781653959	261.114496054689	452.604847708996	377.617169418641	FALSE	antiquewhite4
cds715	85.4671958029737	559.186853405827	629.529572082643	773.125524990895	241.019284536065	506.286452072185	807.237347802888	778.88304582049	432.724406390516	653.956236515619	701.657586488426	770.17794089323	772.681711665857	702.816608488752	696.280949543893	639.129328236474	841.678325992423	1065.41834152803	955.966513661138	1238.72726662458	375.28883609752	679.859085713999	665.794052773915	1665.00708348135	917.803070997452	750.896305246678	1948.28092785218	2092.1360917192	953.546444987328	875.575457618377	1132.42282209605	1230.02997823146	FALSE	antiquewhite4
cds780	2548.91004413334	3111.953810863	4017.61066068051	3782.60820136938	2534.78857450935	2758.29030286398	9634.88748627984	10663.2717933567	10255.2348880657	12539.0754414955	9219.52912749095	9217.54840068148	10224.2627494652	9974.43603931642	10293.7853373233	10394.8188998155	15077.8124308886	14788.3019217351	6410.26131174142	13593.0416956193	12117.2467428696	13334.4188918459	5757.54339644309	18305.7804802383	10904.1334571954	5874.30198051988	17195.6523866875	20033.9169367745	10246.0631687054	6479.66291500155	11500.6224043766	9571.60415651058	FALSE	antiquewhite4
cds812	1141.56454502242	584.071743241137	323.294148149454	312.215086170085	637.230865673525	460.025106033658	1380.30896594264	1488.07671462089	922.261832545994	1002.99010823678	1194.80553704671	985.789507324796	1570.05301223014	1598.14744012998	1681.01798153162	1535.11931782704	3156.98951098849	2854.60495479424	450.324246698904	2271.81058764155	1207.50272340984	719.806050546569	447.401762738262	3643.07693951146	2156.69511815576	341.727857679085	4174.18449418978	3095.92237643085	1823.09083683741	541.795274580583	1358.71883209182	1165.29159327355	FALSE	antiquewhite4
cds970	571.450897085123	527.396358576772	632.656657284514	665.733635369237	518.388152389016	561.476595837637	890.899737738541	912.472166135414	920.113792813575	718.115975537672	811.197697086686	997.698682889938	914.08295984043	1031.27193432363	1220.68805786467	1160.63638513126	796.721609992666	905.887897397544	593.362576875096	1478.709050889	1202.55882954954	1045.75846951561	466.342485452303	939.041243705648	1305.6323934385	579.46629838635	1381.51910726514	1190.48011691719	760.627883843475	611.427993274668	759.592941964029	710.39700450166	FALSE	antiquewhite4
cds798	1397.48621667063	1596.47251121217	1197.13564048079	1657.47039801568	1407.83198940923	1708.00019252705	1270.06913562	995.703721873677	1395.62509857609	1153.06063998052	861.358256495091	839.02942559332	677.247038845815	791.710952125428	1033.83144202112	803.312602993898	812.425461904246	880.164218983229	1367.5962950293	589.830052780279	519.080980149129	713.703642014005	1601.63489827838	429.492191722261	1303.30937862673	1769.62207549707	530.720562350219	357.091644542009	1361.35962612595	1215.09014357052	1048.81123348916	1420.90468367546	TRUE	antiquewhite4
cds174	30.3973375699465	89.362507172711	250.381165583437	533.316480031707	729.925423412054	746.984910232289	1495.98014362462	1510.72745462316	1748.1322236237	2182.63409633325	1831.21682772103	2150.57142226302	809.960747970277	791.86882974589	485.733770730619	724.067411416336	1000.57555886128	1501.00889177124	1371.09200179092	902.058965393907	1859.20400094042	1832.94275225986	3168.32145903397	1425.88364670108	1028.25865192083	2395.83595914878	306.023704988673	357.640626045435	469.390631113401	626.634377313638	526.870361416465	555.883834954618	FALSE	green
cds423	1448.83050479749	4482.79036086461	4826.07187779938	6845.82960788206	27472.3876060675	25564.3308812125	16821.8152675122	14903.7376230871	23427.3377334117	31488.1123955764	21824.5080833516	24008.4722905362	14070.0381560458	16207.0018964677	9572.42587169171	15803.5235142889	27075.4146816167	32365.8137312857	40501.3459308368	29233.0909124798	37284.0105809736	32893.4477390093	89014.5685948011	46532.3124577291	37884.862698326	42346.5226769378	14199.1183906722	11094.0539339367	16550.5590691295	17219.1412552796	13362.9060125057	12022.1516633924	FALSE	green
cds424	2258.54691292528	2244.52783214552	5960.24437092289	6470.88777304555	24404.7315347914	21546.1040507776	4970.92037965285	4462.18375275498	10178.9891412173	6729.57888861122	10646.2594980146	11267.0851555961	6068.16954561379	8052.48578920928	5327.4848651069	7259.89329878757	7372.05409037151	11817.1153593533	9963.84930953108	6700.5090798361	15441.936508587	15690.9561958797	15173.8419502105	15111.3259775634	11876.7448039207	18678.6576354294	2167.71935989642	3406.30432615753	2524.50740303083	4443.22401619568	2879.11462435029	6477.52959285513	FALSE	green
cds425	25.4027498636616	22.3458020914947	461.646167983364	80.6517935948977	280.174403553723	414.806010632373	428.191694226199	187.906322443617	1003.90901282623	210.960969219494	930.905114105009	664.803638161859	905.818272152141	564.32355140899	634.462316741217	876.325746994729	683.220655334407	1020.0689545605	1022.14066179538	501.958069324515	562.374456788964	779.410024987337	1145.17362026505	565.529040326931	155.75202839576	1543.54031997901	178.768000422508	104.137464252024	359.456096522398	305.186416167425	355.458767525168	498.955584367549	FALSE	green
cds603	828.556981534383	1233.24887229499	1882.20584055491	1998.67433462477	4973.04837611009	4476.67729685764	4131.28376050883	3537.17283628128	5403.50977917419	5089.54421097203	6387.06080486518	5617.93642948905	3650.54760061863	3811.8809006017	2627.70976028489	3355.00640703651	4527.01177276537	5851.63505160892	5966.37207631806	4150.74904038602	8769.15636538147	7972.98123921473	13449.7563293464	7653.74198747367	6268.11159781384	10704.0073144289	1983.31291034783	1744.83303783174	2296.97630037492	3429.36708047258	2079.50073200158	3263.69803554897	FALSE	green
cds975	1088.25190488825	1465.51983996076	1165.4160473262	1116.7201766949	1492.02759258904	1577.22673732601	635.67926233225	914.46402489764	1346.77574498641	1134.91002549968	1763.19824029272	1505.79517242053	1183.4953098284	1259.21375187029	1045.87667668077	1102.53409443731	1453.81564708532	1864.60367459302	2086.36198319307	1973.39694646868	2147.67788736554	2258.27538361184	4459.4846932044	2554.47205399513	3521.68162840447	3204.78172117304	981.879666960618	1832.08624308729	907.779850782361	1748.18323703264	766.527676704921	2044.21364378404	FALSE	green
cds539	670.73297238192	479.639524376671	409.836820046677	741.07439743998	664.848446525357	569.354497901442	532.799525588998	514.709299201354	396.41072425848	478.450339984137	453.321761891891	396.260030940354	399.981333323149	406.449151817581	401.574905955401	334.994193184537	375.651233867876	336.58242145332	390.361197594853	331.930613711049	211.506446846097	280.436665747589	300.679820042647	246.136991644882	299.066680552664	259.352915989699	828.631363616455	676.688480143774	605.576545801505	363.251170541444	788.036506042997	567.784169704108	TRUE	green
cds838	4224.10883074076	3112.58813606179	1610.31633665319	3296.32508321711	1505.58935628124	1785.06507076717	3105.1615251481	3933.36288862744	1770.07834899213	4049.66171387521	1528.29907222356	1490.42523190752	1651.35302817063	2031.68684496092	1975.24617894125	1424.80889753837	1969.67150409258	1575.26826884691	2624.91105215108	1708.96174681098	920.925245613759	1613.91959541955	1296.86849124461	1122.53641018318	1568.188231108	1817.11178887746	2065.28466899077	2993.33868478503	3626.97428965555	2083.52842281305	2339.89172851529	1515.40504302039	TRUE	green
cds990	937.316384063071	742.583878648333	592.216844882031	578.966058509463	449.359888140717	534.141207081834	635.638818504756	778.045630466879	585.133245504767	576.482583555005	487.585451047852	541.431684911893	470.682689980777	406.150207103022	622.695233568567	691.751155867045	657.687812964017	847.102298779555	552.098246648565	561.754620147642	427.989143844212	385.631010216461	398.700756057995	283.18430402159	612.822299235225	419.569577274227	873.93845691121	462.912307731808	921.991242943442	633.497639960656	1038.07842462181	923.757867308774	TRUE	green
cds16	3064.27594656004	3240.616273633	775.307262691745	981.764543502814	743.639896754082	915.823481556876	1086.29488631166	1291.34162467639	1052.56290335704	904.728445699913	1806.50721629203	1480.13841217598	2286.91478732213	1987.19855849778	1930.90418046313	2125.65149873765	4333.27819835831	3709.13363692815	4460.75978083993	3620.6826847356	3009.94338284963	2553.7390764066	5410.36642560997	4113.75249417815	3349.62297342794	4303.99909361413	4427.78542379816	4483.11783604964	1690.21006838503	1952.01423182109	1609.83622393389	973.293269368236	FALSE	greenyellow
cds269	567.37974778514	452.366956860516	532.206719546619	55.3440444229317	144.649716224783	72.4835813927968	234.964953492064	166.312454780282	89.1693121001009	218.29019172146	88.7958832741293	113.383917116386	129.428198019761	192.751226073906	180.157153432445	251.337255041106	783.83925182345	786.709020092842	1119.95533441593	675.511608371485	866.437455426553	606.210143808062	1336.76969943008	588.898008935482	318.01580907253	1370.5741495321	1648.09322174642	549.432703954481	562.926319766531	689.970489744927	308.051233324731	413.854151154588	FALSE	greenyellow
cds50	1429.85563427809	1640.91045734235	995.008987590308	1101.31500883584	878.760242049652	1078.99009302529	2139.2026199667	1984.69174019748	1812.20548556186	2171.93149510812	1314.85823476846	1274.92420757286	2058.05068059212	1340.35093803954	1909.43228933317	1613.63096071756	2559.86621483461	2586.43235208078	2572.03160999566	2574.14394525392	2181.27706137401	999.462035685037	1990.76896582758	1272.06332137538	748.220528567869	1508.16070405513	3457.13477083741	2256.21915882563	2299.22395390956	2475.95396326808	1458.4654977111	1670.49843853041	FALSE	greenyellow
cds752	9751.22670830829	10523.2066896659	5967.04588049525	6267.87068484885	8248.16821682329	8022.76574607237	5098.85321824415	6512.12160812526	3987.0241493647	5159.4065475004	6894.49172932505	6688.50103028075	9946.01286617173	8134.01446394917	7438.42685506159	8628.75508797355	13980.2784174667	12840.0245316684	18939.0012902398	10295.8296523359	8112.01507528194	6321.59737570786	16632.8085845107	9206.18441092207	5896.69035609439	14458.8894325356	13979.260370817	11755.7312145302	7551.94215763234	12505.2790034185	3893.87071837734	9333.59754208605	FALSE	greenyellow
cds757	7588.79213205363	10187.8980375858	6235.64867280643	4401.82211446812	4948.8566881687	4626.89942283325	4549.16635030796	4091.86990385161	4989.09359960329	4509.0438115282	3892.24473336	4495.72287954453	4881.98912618282	4853.25498416499	5436.99654762734	5729.23389736188	8863.01939150396	9191.36943831541	12784.4890399188	8658.18638977348	8791.73775047203	12164.9045211458	18418.6412815312	11584.5175563165	11456.3773196468	13083.5508058368	13180.3466613949	10314.9936298337	8251.24948286555	10213.1162887605	7232.51784464084	8520.9730930084	FALSE	greenyellow
cds906	1507.98953365106	2571.05276779358	1792.53327864258	1799.19177542639	1485.00145296797	1254.5372555694	1841.4613575555	1441.50920504286	2240.63969549778	1637.5803576704	1256.13937567777	1475.85262446027	1742.40546390937	1570.76242900408	1793.85122220939	1657.89537556476	4092.73889616463	4301.4966942557	5776.4393508861	4414.17188246862	3049.51291653947	1865.47317455986	5511.14631059618	2969.02746171639	1994.00770863337	3803.47180614776	6437.07815921368	4157.51469782164	3088.48441911311	2371.02339290246	3045.39659977218	2513.60569127352	FALSE	greenyellow
cds942	96.3843795925647	2028.06985740395	1620.21113350005	1018.17013872964	1997.6948394093	1125.85653788577	1278.6826080703	1163.46195093671	1769.41435300281	1928.59738052102	1417.56881845718	1435.52823178736	1757.72664443075	1431.10094676318	1660.31722922533	1808.7252913839	5448.22969082813	5131.10414918702	5602.66497206865	4775.65641916302	2198.88315386653	4470.58120101359	7890.7137666155	5738.6088038671	3889.1148608134	5296.65235625623	3954.73026888877	3871.6242358467	2681.5189506441	3224.80346412153	2656.52260076559	1831.75211887459	FALSE	greenyellow
cds943	1394.72991115654	937.376889174121	507.529773267097	1449.62099575773	984.675716878627	1535.89483658515	1046.99920425884	620.465025286252	1137.55595449669	669.86598969542	705.985789613936	646.700925124399	1031.77777081721	829.203245663733	1038.56792541265	925.293878063522	1775.87812659869	1894.56840373481	3142.46240799012	2633.52601519459	1015.18244516356	1078.92464589567	3434.28389206688	1507.6975724988	1064.25552548509	2702.14707447516	1885.95287176213	1520.35451588094	1920.14213291993	1568.71908375286	2464.81531674269	1009.59530745122	FALSE	greenyellow
cds944	492.492147109371	365.054985372059	626.639636849647	593.713230129437	656.703762517251	666.726256035126	639.034969377294	451.091354673748	397.203734518964	719.549226097803	322.064490712215	529.190132042788	603.672820895353	417.791612533844	813.218244968947	662.838090144798	1161.13287769869	1358.53705637979	1553.59415681659	1095.25018924058	620.011628557463	747.223472518622	1546.35013529256	838.313636249333	414.224944723119	1409.44474778186	1276.22685816923	970.668979733032	689.757187518269	964.589399421816	1692.05506424916	703.106668539182	FALSE	greenyellow
cds223	415.832029465723	491.935556331488	908.515136187376	637.761397275315	665.399399372525	707.190277997018	661.918342289464	810.917832731983	666.863445945335	626.969553044009	646.963607239867	636.885616470895	542.384736473164	729.811969288908	656.353439193628	537.037904741933	406.718445728274	403.853530802668	360.958982268271	492.521527419075	585.095550079789	600.480453085052	449.810892750904	562.196074499909	540.011198429184	410.753099304186	511.208508584639	432.388254612967	536.736713038239	489.210652679706	782.087569766802	535.610606878825	FALSE	steelblue
cds388	1958.51120150155	1960.84346020093	3922.32468845828	3906.33991792891	4539.03939778651	3938.68999259243	3427.56966878003	3895.65421246512	3157.0603239273	4351.38594293226	3281.75674695626	2980.75478990651	2914.25268988803	3313.29424571157	2919.29232324975	2681.9607896182	1793.62245442337	1466.91120366834	1562.91954972113	2666.06867529694	1656.23724794598	1561.69133391274	1198.88614565951	1016.14130880765	2974.62697456966	1632.48385516381	1359.07870163907	1799.14435711458	2709.79829578243	2005.77984566033	2457.21452070356	2101.03647330805	FALSE	steelblue
