darby_woo_adultmale_a	darby_woo_adultmale_b	darby_woo_adultfemale_a	darby_woo_adultfemale_b
cds514	3003.16858872172	1033.46686218023	2685.70962443928	1618.05034534364
cds515	1029.26777995281	688.297065282701	931.863878764318	828.322250508382
cds516	8064.93878944412	7490.50096012436	9379.49259643662	5916.78882331565
cds517	650.220126374033	636.649378935028	813.745669649758	707.235803590948
cds518	733.473534779454	640.38504315467	592.502782566497	553.542537041938
cds519	179.054048258491	173.159054939408	339.572457340702	233.597464536439
cds52	365.983565231531	669.36464517436	721.15361207898	498.75890252789
cds520	7993.26676196291	4134.28530470809	5935.16899065907	6689.57670886432
cds521	1331.64417890171	981.473862695315	1053.29357762308	1076.1319471092
cds522	1304.07228430914	1229.42558662372	983.947722844051	1375.99554643533
cds523	6356.66954895193	9366.41260920066	5288.53625549309	4324.31679227271
cds524	1097.85494418043	499.097500161458	812.174418510149	799.195782157099
cds525	2091.07505702825	1826.29492068213	1956.01720335912	2344.07332044874
cds526	244.609759682973	290.395975148846	427.715788968254	329.59781788583
cds527	361.071780934426	470.913483759678	530.13496503444	447.267838986398
cds528	460.465267532013	382.908586860961	393.94701321389	325.816866948702
cds529	264.135479933863	433.281356335093	346.661616047364	432.001423563853
cds53	379.063592797126	593.286608343583	656.98062283311	554.122138800368
cds530	333.888769448359	215.490161921317	324.961361380965	311.292346267388
cds531	1670.20527550158	3667.87699880557	3108.92609995214	2581.26905242479
cds532	157.718017154889	91.0988299760464	158.401886222706	105.542347457154
cds533	540.052304298703	468.361274447147	863.5145168349	800.590498417247
cds534	12331.8800648192	14764.7777977749	11217.474998593	12954.0167853735
cds536	585.599002773576	224.593700035481	372.526047349576	376.187282302083
cds537	0	23.4280802499873	7.5159687560302	13.2080537332704
cds538	0	20.7619306815869	27.1976157527533	58.03708356526
cds539	185.089296598392	23.5568059656466	215.130151855295	162.687661849224
cds54	368.104207412563	320.544294202663	493.304931771687	485.501449083613
cds540	393.902709511216	361.97421904024	579.608576165694	483.842330831515
cds541	246.382012952662	289.534560595948	272.519566433682	313.825203982746
cds542	178.313134955352	166.987969829122	190.978174377363	271.156788642753
cds543	1038.97253884927	1265.3314336706	1571.93151503545	1517.82647643052
cds544	2230.48543337625	2367.20971639287	3602.03999994372	4642.14262022936
cds545	1205.9545897287	1441.99031585262	1318.60127141491	1049.01466074579
cds546	458.193821603168	520.145762468767	438.227878121598	355.572278637738
cds547	2527.25398170273	2724.34460992703	1591.96312372918	1683.50741887881
cds549	382.282579580635	427.86847825014	581.263036578298	403.855759272645
cds55	482.438266822877	509.548079342997	709.796033630259	713.935358782053
cds550	5736.70214380343	2498.28574700784	2364.8558052162	2978.20211294387
cds551	3109.71324905916	1201.22524327364	2016.24795956579	1504.97049990981
cds555	306.086770406267	370.376671408921	390.285919570006	339.885433862792
cds556	550.804357976119	632.309542224556	348.33115103096	314.123682686201
cds557	402.057726544066	267.244111411606	245.818526796183	227.003517500284
cds558	483.529643878929	653.042095480417	842.095274910322	839.760508902053
cds559	3749.69487142953	2960.44608231628	1431.70392976937	1291.05081641688
cds56	504.154919366025	443.865652171525	624.54959244594	447.585201581019
cds560	333.988216292559	214.199590857027	411.789191044672	354.730585979261
cds562	1079.65151743302	1785.51261676229	2146.43677711606	1672.51743301761
cds563	1563.64356687927	1610.69837735418	1291.65717875676	1359.8132161998
cds564	583.128328570386	637.152285672266	1487.73194353851	1571.79355238781
cds565	364.440308352389	270.856761606034	372.761083217528	291.432020974427
cds566	347.8666283469	326.596967555023	322.591719369102	306.814035252067
cds567	702.353944136531	506.314282888298	742.136452994623	1318.21489053032
cds568	617.463265315748	444.112171032811	540.016411033001	553.590618525698
cds569	611.906659600683	343.138323737619	351.496805490345	305.342074050631
cds57	2423.56657488888	2172.93529598453	2655.22606061289	2691.23371169401
cds570	1138.59800832735	1316.55025484778	1114.36512105081	1384.87975361955
cds571	693.983317862177	1175.55739480989	1160.27492696749	1132.88054051476
cds572	481.094715522813	341.399191642871	488.911679810665	380.465325594482
cds573	15113.5864453365	6995.5916877094	8585.76345335175	10400.0525873506
cds575	302.409675031983	195.084050548458	317.786308521522	275.322317422793
cds576	745.450918136588	727.353163778932	1219.41357543474	1488.01298838111
cds578	1504.4333281708	940.823459688398	1388.52940960879	1102.61149875941
cds579	601.139301681839	274.873608296825	410.249411625447	630.826430044498
cds58	229.142255238974	349.902750569129	726.454267328343	744.429706702132
cds580	1839.64150715547	896.51528756475	1403.31600034859	976.579074787411
cds581	1624.92534464868	789.621962330093	739.333103192661	804.353105365097
cds582	215.850471224149	150.834904436597	173.463490445295	188.190037222282
cds583	990.917658343989	1174.42456141731	921.532929176862	1121.2201243703
cds584	810.217675620746	1206.78201132527	855.253400099435	885.057292456137
cds585	323.960182539103	617.823276729327	216.769190398738	243.678138962215
cds586	1515.09823105807	897.760246271658	611.500636097929	567.708316354865
cds587	496.114545635886	418.902693415543	581.888236534456	461.353348818321
cds588	1194.29701294043	2024.93047717714	1341.49519938881	1332.37166598126
cds589	565.680571370825	480.35385615956	1068.48594144937	1251.78981676708
cds59	3919.38609003009	5778.88193109321	4832.72405373468	5480.19964907725
cds591	2085.85934921456	940.196508477008	982.928590476121	1073.20413530605
cds592	375.777186355281	432.941409078548	359.983618670801	345.097614288399
cds593	5556.50650865549	7191.84051285421	3358.47556411123	3514.6043959622
cds594	5463.42102017519	11156.3569329437	21501.8118454552	18656.6810940491
cds595	572.97295442717	560.470139971427	475.037074023236	396.366184799637
cds596	3506.56192581278	4414.07037570854	5173.62226044191	4033.99551618185
cds597	2667.11374647084	2327.03934699668	2297.64563783118	2187.77218697172
cds598	2326.48787805062	1813.17555903859	4422.97485782102	5949.609202529
cds599	1165.02613470829	692.365253599005	1448.77813741238	1242.51607048109
cds6	2913.91181637388	3416.27861885618	2396.49639907879	2959.96916395385
cds60	59.0001870904901	18.6659643461124	20.1023256651669	20.0094756886665
cds600	228.387820995446	105.534490726097	132.604814914084	219.643837559486
cds601	797.539872806468	768.005637760962	660.863559088781	815.707980101264
cds602	818.206493113452	1483.91921101814	1494.67458148664	1457.1379151236
cds603	1615.15867007979	2787.37148674646	1779.34629516397	1501.92573314635
cds604	3495.89352650258	3248.02212069015	3022.73860866714	3510.73744698891
cds605	357.335201344643	403.382903958117	333.168836308225	323.580687620495
cds606	344.3943332471	335.030129289196	502.272644940528	511.274567596546
cds607	893.01408457444	1236.72866097847	634.101658729682	605.729944800907
cds608	2702.81760293377	1404.61381704496	1207.98754318169	1677.4492402328
cds609	0	0	0	0
cds61	0	0	0	0
cds610	0	0	0	0
cds611	0	0	0	0
cds612	0	0	0	0
cds613	0	0	0	0
cds614	1060.37202605028	1084.18142910336	716.202031311229	980.44955249415
cds615	538.083077963894	314.883047190049	764.61913786572	539.885740878555
cds616	267.89628888029	497.443926986751	436.736098276048	552.176349823229
cds617	3836.58116664398	1703.06437624237	2535.9655844005	2958.65557987688
cds618	722.205740268492	635.683515995751	724.279122880263	751.669387740723
cds619	1229.4031816103	1095.0180584043	990.304043294539	1988.44607343639
cds62	0	0	0	0
cds620	415.426395367119	204.158985035604	281.296040971657	277.833540610589
cds622	253.174096142238	102.402348587161	291.120387576594	165.785033147687
cds623	523.037881303909	356.673730728123	640.326947091958	535.267076802185
cds624	1886.4276970758	2785.60494567506	3040.84620267906	2481.45053137974
cds625	1589.06455734859	2830.54451590771	1463.63011510916	1024.77878386138
cds626	0	0	9.16948188235684	7.57349801065722
cds627	0	10.9370884840502	6.1402780462211	7.19367212258475
cds628	49.9838665478248	72.7548383035971	155.881192000066	146.001025479465
cds629	304.599307699109	258.219225997516	342.221699626622	336.197742672436
cds63	0	0	0	0
cds630	126.373104474486	326.015130702648	313.682412496047	359.581120937354
cds631	1916.59566001452	1594.10163692216	2304.95369897322	1959.53884698694
cds632	0	80.1788013958009	164.494947707735	18.5553142749822
cds633	1131.15913116399	1888.48211997759	1069.38694791689	1221.78041020111
cds634	891.102139897059	768.28080415918	666.195349043359	609.407119202323
cds636	567.575837879445	600.375000813135	449.415087920815	531.432672507196
cds637	700.648849334134	451.37695600599	1111.69547957801	1378.64764318758
cds638	570.747816740075	242.929370931686	590.229756116756	854.502089118152
cds639	1346.52012078127	1632.4974841347	1339.57435102897	1821.00119995791
cds64	0	0	0	0
cds640	142.54658237713	133.484689475131	208.143465280166	198.670869800622
cds641	7373.23391085557	13686.5930779069	6889.92760713423	6959.17230261741
cds642	631.145120483882	443.557815550222	335.171810614522	372.075310480141
cds643	294.853015879267	319.291958772781	308.531685720338	271.179820732165
cds645	811.213571841746	413.634709915695	503.054525939324	603.645792906836
cds646	257.588090346461	204.315600147412	313.269696090383	210.936598629672
cds647	1321.51462697561	2523.8854291225	586.577149827239	1358.7746430885
cds648	3055.23965699391	3260.74827970414	2610.87686061895	2721.15731542832
cds649	796.825395409035	1698.45692764977	1342.53085961927	1353.23763134003
cds65	1591.19004889228	2226.00896001734	1780.73159906737	1523.8770127122
cds650	1371.20425217476	1386.64175471914	991.394836678313	1492.53560415673
cds652	1496.39700316216	709.057765627655	2525.3975701595	1351.84253852639
cds653	848.779608124794	605.318133553616	589.913258113314	601.914165602455
cds654	716.037495430392	434.903344472925	1133.10701077043	857.867139160266
cds655	881.876068331818	1325.57512426689	1460.89495275692	1278.45940962576
cds656	1017.88113267666	1157.16434615019	1270.51552189301	1331.03664419741
cds657	775.117812749076	1027.39334357437	812.709518197052	987.455229985265
cds658	1075.58390511558	2002.6279206885	1384.22755584336	1325.77629224142
cds659	3817.1346381427	5615.93344911256	5184.52902869673	5576.35552521466
cds66	121.172427250361	201.018077573518	220.185122636594	245.83913346105
cds660	725.645998710272	966.446395368542	506.851015773035	497.422974333972
cds661	860.230340706712	1415.1974188292	1238.17347753841	1110.17812540902
cds662	490.521672753733	340.076901327671	400.389594339422	279.384437251943
cds663	480.473948147945	315.063414325913	530.942579962275	539.033454842247
cds664	648.26237400454	756.012311398219	479.856204708141	601.629731404992
cds665	914.133044248903	783.165274000836	1622.16196409833	1440.71105882902
cds666	714.128099176721	695.116702868746	928.871188001081	866.764085953885
cds667	2491.33976474975	1557.58367119846	1564.13469241042	1964.86486530772
cds668	1593.95666736405	937.953490865496	1766.40369973152	1736.49711445255
cds669	0	0	0	0
cds670	0	0	0	0
cds671	269.602634669336	255.530615358849	354.94477158404	397.20976884319
cds672	1066.20818216265	684.454867040295	1246.62304847112	1087.49585487023
cds673	923.830217040851	707.32747188989	882.339637940407	659.977150924563
cds674	12514.3258563206	6236.38775799049	8554.09930988697	11489.6256568494
cds675	442.315333026561	283.587095191355	490.029406070534	657.876185211969
cds676	696.279684362221	833.498629171906	1004.74800590568	965.023263744197
cds677	1336.85421358339	3066.40314285857	3144.84119098546	2126.76919819706
cds678	3677.06524275319	5358.13826541174	3489.33460134998	3705.54796282803
cds679	3568.22036714409	4786.62610124406	2185.74858823622	1722.30563369523
cds680	9090.57800023986	7403.63471196432	5716.389193001	6212.07626136212
cds681	508.848065177853	447.466240678651	895.082500670064	867.320462850584
cds683	1545.0363355367	1920.60289514768	3204.76312005532	3290.29948808306
cds684	3365.49265655959	4924.64901447286	3787.26413091871	3192.42211776839
cds685	2014.19787092303	1693.63760898016	2175.4412376254	1821.50684069083
cds686	2942.94020768417	3862.23929580762	4143.39664837927	3853.86043263839
cds687	5799.37811621137	10481.1510935733	5816.23014428768	5588.07938323412
cds688	3920.28803417425	5984.435025432	4718.45513328813	3489.97301428922
cds689	1202.07267732172	1277.43882681604	1918.17318748	2020.56509201374
cds69	2813.1669851114	2916.44026680289	2353.74050290184	2250.29573869847
cds690	1980.92212563715	2055.44947609095	2496.23958196729	1610.6709038572
cds691	4521.37906015802	6050.38516320557	3202.32022418488	3089.27620507019
cds692	1594.90828328486	2760.22947768137	4324.93895451164	5721.23442190783
cds693	1473.69620537113	1511.79728418865	3208.74556620725	3044.00235867174
cds694	2418.26292781554	3101.55963005394	3232.70748217699	2887.17717871586
cds695	2636.27951442762	5081.44809826588	5580.27203211604	4180.25329604577
cds696	2233.12536084436	2521.38091467561	3609.64099604779	2873.21904888763
cds697	1833.51345416695	1859.52301654324	2118.43987741019	1863.43671097604
cds698	2792.69859176007	3184.46442462226	2854.60975604485	2163.11994244814
cds699	1806.51549677524	1724.94214004448	1311.88164733776	1272.87874116785
cds7	1309.87132629741	1968.03924084517	2469.16767028171	2430.97595719636
cds70	675.685521285053	426.356113327366	472.173079098712	487.427044486629
cds700	1072.93682714456	863.843111019389	1161.29762196487	915.244193202104
cds701	2306.9700533515	2380.95750614597	2700.09491151883	2510.94467845524
cds702	2927.82834660252	2962.6534005212	3547.10886391886	2559.22242462472
cds703	8637.55729659885	16792.8754021634	21290.8802927438	21928.2378108427
cds704	636.475685160182	581.978102648432	639.85205971936	662.393329047603
cds705	1273.83423922899	984.171558782676	1312.52976244877	1175.22182940469
cds706	1016.79061912703	1092.72896228165	1135.74473612162	908.436858493411
cds707	2327.37173761397	2416.97463333298	1882.44953463532	2728.25557914432
cds708	8418.02201859397	7372.92065610318	4821.81855970196	7183.02965808803
cds71	1139.9041458721	1129.29641154491	1106.61859270916	771.386904472465
cds714	128.124619911138	39.8491230542523	89.4880555489763	107.514653492865
cds715	913.608096872577	824.192869737764	1056.31518898494	1460.50584056476
cds716	12251.2556231114	6729.40680114957	6517.57602716042	6325.80449796533
cds717	3358.3987575323	2761.40707182703	2910.9511919319	2315.74363236557
cds72	561.450590288067	854.256517767828	900.445821725758	977.651189317942
cds73	2156.79324137118	1825.3212067627	1373.53752751311	1457.02630153312
cds74	550.517630043805	788.802179148434	805.221934908054	790.086738696855
cds75	2220.22313052842	1779.2824507874	1741.90695582025	1305.15515576292
cds76	12216.931701953	12681.4281550252	6707.78859291729	7377.56854084573
cds77	360.209596067702	589.836427662864	396.65913866954	422.849008518719
cds78	1093.69157166715	2692.50591118038	2516.29272241696	3019.75143609645
cds79	514.694052928237	336.980228673965	659.255089499297	977.8006485466
cds8	482.108951261502	641.574565789557	916.992700283657	649.481036794948
cds80	0	155.54970288427	153.697982028077	166.253755721959
cds82	2522.3216889478	2671.17114877607	2283.59809225294	1946.22023765239
cds83	1217.05113403737	961.025622317597	884.341194472993	810.205927130562
cds84	395.119614269687	832.161338243983	546.01998387677	575.931407654542
cds85	233.281845731062	202.659041472077	271.716075371064	391.006909885864
cds86	383.944880224745	386.100568597108	343.2017001122	372.459183836449
cds87	403.934555818824	352.300794011852	345.907066239747	309.530037512605
cds88	224.690828330195	178.317859271525	386.564862330485	264.150221704246
cds89	410.420460521148	236.003932047361	310.86583991858	259.30980907639
cds90	304.224838085662	251.81137435178	374.592223340102	305.468644361635
cds91	164.004206695777	125.528610227606	264.954362200673	357.726927311894
cds92	403.443549729295	391.449752291217	834.072106085858	775.400807834525
cds93	511.445657307474	639.643345330342	840.597379362905	603.457359695378
cds94	1213.21185601201	943.073711564466	1417.79161243062	1542.20423540566
cds95	280.070890947005	160.453395863759	474.823199644156	386.542794828577
cds96	274.911266013036	150.883211797742	477.249699876954	281.352509683315
cds98	345.41024996136	371.585491815	588.441532972117	512.075721181432
